PROJECTNAME,TRIP_CODE,SAMPLEDEPTH_M,SAMPLEDATELOCAL,SALINITY_PSU,SALINITY_FLAG,SALINITY_COMMENTS,SILICATE_UMOLL,SILICATE_FLAG,NITRATE_UMOLL,NITRATE_FLAG,PHOSPHATE_UMOLL,PHOSPHATE_FLAG,AMMONIUM_UMOLL,AMMONIUM_FLAG,NITRITE_UMOLL,NITRITE_FLAG,NUTRIENT_COMMENTS,DIC_UMOLKG,CARBON_FLAG,CARBON_COMMENTS,TALKALINITY_UMOLKG,ALKALINITY_FLAG,ALKALINITY_COMMENTS,OXYGEN_UMOLL,OXYGEN_FLAG,OXYGEN_COMMENTS,MICROBIOMESAMPLE_ID
Coastal Stations,BAI20201119,2,2020-11-19 00:36:00,,9,,0.8,1,1.05,1,0.23,1,0.37,1,0.12,1,,,9,,,9,,,9,,
NRS,NSI20210119,50,2021-01-19 11:30:00,35.548,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,DAR20210428_0630,10,2021-04-28 16:00:00,33.504,1,,6.8,1,0.3,1,0.34,1,0.47,1,0.29,1,,,9,,,9,,,9,,
NRS,KAI20110427,50,2011-04-28 07:50:00,35.792,1,,0.3,1,0.9,1,0.18,1,0.31,1,,9,,2097.97,1,,2355.2,1,,,9,,
NRS,KAI20120116,40,2012-01-17 07:15:00,35.848,1,,0.1,1,0,1,0.04,1,0.19,1,,9,,,9,,,9,,,9,,
NRS,PHB20090422,60,2009-04-23 09:53:00,35.521,1,,0.9,1,1,1,0.15,1,0.36,1,,9,,2043.96,1,,2325.77,1,,,9,,
NRS,PHB20120517,20,2012-05-18 11:05:00,35.464,1,,1.9,1,0.2,1,0.05,1,0.2,1,,9,,2014.35,1,,2323.95,1,,,9,,
NRS,ESP20110512,10,2011-05-12 10:25:00,35.589,1,,0.1,1,0.1,1,0.06,1,,0,,9,,,9,,,9,,1.8,1,,
NRS,PHB20090623,100,2009-06-24 09:25:00,35.466,1,,,0,,0,,0,,0,,0,,2098.94,1,,2324.86,1,,,9,,
NRS,ESP20090623,20,2009-06-23 09:35:00,35.631,1,,,0,,0,,0,,0,,0,,2049.76,1,WOCE - average of duplicates,2337.84,1,,1.8,1,,
NRS,NSI20091015,50,2009-10-15 10:25:00,,9,,,0,,0,,0,,0,,0,,2025.72,1,,2318.43,1,WOCE - average of duplicates,,9,,
NRS,NSI20100121,10,2010-01-22 10:00:00,35.47,1,,,0,,0,,0,,0,,0,,1992.43,1,,2312.76,1,,,9,,
NRS,NSI20100121,57,2010-01-22 10:00:00,35.512,1,,,0,,0,,0,,0,,0,,2100.4,1,,2322.49,1,,,9,,
NRS,ESP20101013,40,2010-10-13 08:30:00,35.78,1,,,0,,0,,0,,0,,0,,2059.1,1,,2342.92,1,WOCE - average of duplicates,1.3,1,,
NRS,NSI20100322,40,2010-03-23 09:30:00,35.177,1,,0.5,1,0.6,1,0.12,1,0.1,1,,9,,,9,,,9,,,9,,
NRS,PHB20091206,75,2009-12-07 09:29:00,35.455,1,,0.6,1,2.5,1,0.18,1,0.01,1,,9,,2099.28,1,,2323.27,1,,,9,,
NRS,NSI20100711,57,2010-07-12 09:00:00,35.489,1,,1.2,1,0.7,1,0.2,1,0.45,1,,9,,2022.92,1,,2327.42,1,,,9,,
NRS,NSI20110623,10,2011-06-23 10:40:00,35.454,1,,0.8,1,0.2,1,0.05,1,0.03,1,,9,,2003.12,1,,2323.54,1,,,9,,
NRS,ROT20110725,30,2011-07-25 10:35:00,35.155,1,,2.1,1,0.3,1,0.11,1,0.18,1,,9,,,9,,,9,,,9,,
NRS,YON20100413,20,2010-04-13 14:29:00,34.788,1,,1.8,1,0,1,0.03,1,0.05,1,,9,,1945.87,1,,2262.95,1,,,9,,
NRS,PHB20110914,40,2011-09-15 09:58:00,35.56,1,,0.3,1,0.7,1,0.13,1,0.11,1,,9,,2046.42,1,,2335.75,1,,,9,,
NRS,MAI20120820,75,2012-08-20 11:30:00,35.27,1,,0.8,1,3.3,1,0.34,1,0.12,1,,9,,2097.89,1,,2323.7,1,,274.3,1,,http://hdl.handle.net/102.100.100/27012
NRS,PHB20130227,25,2013-02-27 21:03:00,35.424,1,,3.3,1,7.7,1,0.67,1,0.1,1,,9,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/27417
NRS,KAI20081211,40,2008-12-12 07:00:00,35.832,1,,,9,,9,,9,,9,,9,,,9,,,9,,,9,,
NRS,ESP20120910,30,2012-09-10 06:05:00,35.445,1,,0,1,0.1,1,0.08,1,,0,,9,,,9,,,9,,1.3,1,,
NRS,MAI20121112,0,2012-11-13 11:00:00,35.046,1,,0.8,1,0.5,1,0.25,1,0.13,1,,9,,2068.87,1,,2308.34,1,,276,1,,
NRS,MAI20121112,20,2012-11-13 12:50:00,35.046,1,,0.9,1,0.6,1,0.26,1,0.18,1,,9,,,9,,,9,,277.1,1,,http://hdl.handle.net/102.100.100/27029
NRS,MAI20111026,20,2011-10-26 11:15:00,35.242,1,,,0,,0,,0,,0,,0,,,9,,,9,,283.4,1,,
NRS,MAI20120119,10,2012-01-19 12:15:00,35.484,1,,,0,,0,,0,,0,,0,,2057.88,1,,2335.65,1,,251.2,1,,
NRS,NSI20100214,40,2010-02-15 09:45:00,35.547,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,NIN20101108,10,2010-11-08 15:15:00,34.98,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,KAI20120116,40,2012-01-17 07:15:00,35.848,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,PHB20090422,10,2009-04-23 09:53:00,35.486,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,YON20110217,26,2011-02-17 11:45:00,34.156,1,,,0,,0,,0,,0,,0,,1918.28,1,,2237.71,1,,,9,,
NRS,PHB20100908,50,2010-09-09 09:45:00,35.512,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,PHB20090920,10,2009-09-21 09:32:00,35.499,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,ROT20130221,40,2013-02-21 13:10:00,35.56,1,,,0,,0,,0,,0,,0,,2026.61,1,,2332.28,1,,,9,,
NRS,ROT20121219,0,2012-12-19 12:29:00,35.582,1,,,0,,0,,0,,0,,0,,2038.15,9,WOCE - analysis not received,2336.04,9,WOCE - analysis not received,,9,,
NRS,NSI20131212,30,2013-12-12 11:45:00,35.609,1,,,0,,0,,0,,0,,0,,2069.2,1,,2331.57,1,,,9,,http://hdl.handle.net/102.100.100/27284
NRS,PHB20130422,10,2013-04-23 09:47:00,35.316,1,,0.5,1,0.8,1,0.18,1,0.42,1,,9,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/27427
NRS,MAI20130611,60,2013-06-11 12:10:00,35.353,1,,,0,,0,,0,,0,,0,,,9,,,9,,260.1,2,,
NRS,NSI20131121,20,2013-11-22 10:05:00,35.579,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/27277
NRS,YON20130719,26,2013-07-19 11:23:00,35.102,1,,,0,,0,,0,,0,,0,,1975.52,1,,2275.51,1,,,9,,
NRS,PHB20140824,100,2014-08-25 11:32:00,35.608,1,,,0,,0,,0,,0,,0,,2072.26,1,,2335.02,1,,,9,,http://hdl.handle.net/102.100.100/27512
NRS,NSI20140725,10,2014-07-25 11:10:00,35.598,1,,,0,,0,,0,,0,,0,,2016.51,1,,2334.14,1,WOCE - average of duplicates,,9,,http://hdl.handle.net/102.100.100/27318
NRS,PHB20140824,0,2014-08-25 11:32:00,35.198,1,,0.9,1,1.5,1,0.28,1,0.64,1,,9,,2043.05,1,,2314.64,1,,,9,,http://hdl.handle.net/102.100.100/27510
NRS,PHB20140211,25,2014-02-12 12:45:00,35.556,1,,0.1,1,0,1,0.06,1,0.09,1,,9,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/21816
NRS,PHB20140211,30,2014-02-12 12:45:00,35.537,1,,0.6,1,0.2,1,0.15,1,0.17,1,,9,,,9,,,9,,,9,,
NRS,MAI20150224,20,2015-02-25 11:05:00,35.567,1,,0.4,1,0,1,0.1,1,0.12,1,,9,,,9,,,9,,242.4,1,,http://hdl.handle.net/102.100.100/27169
NRS,KAI20150408,10,2015-04-09 07:40:00,35.812,1,,,0,,0,,0,,0,,0,,2101.73,1,,2356.89,1,,,9,,
NRS,KAI20151116,50,2015-11-17 11:40:00,35.723,1,,1.2,1,3.1,1,0.35,1,0.03,1,,9,,2130.49,1,,2349.44,1,,,9,,http://hdl.handle.net/102.100.100/22007
NRS,YON20150618,20,2015-06-18 14:15:00,35.817,1,,1.7,1,0,1,0.07,1,0.1,1,,9,,2004.46,1,,2324.21,1,,,9,,http://hdl.handle.net/102.100.100/21988
NRS,ROT20150724,46,2015-07-24 10:42:00,35.405,1,,,0,,0,,0,,0,,0,,2027.04,1,,2322.4,1,,,9,,http://hdl.handle.net/102.100.100/21939
NRS,YON20160122,0,2016-01-22 12:12:00,35.624,1,,0.9,1,0,6,0,6,0.17,1,0,6,,1988.21,1,,2319.96,1,,,9,,http://hdl.handle.net/102.100.100/34203
NRS,NSI20160623,50,2016-06-23 11:25:00,35.634,1,,,0,,0,,0,,0,,0,,2075.64,1,,2335.38,1,,,9,,http://hdl.handle.net/102.100.100/35252
NRS,ROT20151022,47,2015-10-22 11:27:00,35.615,1,,1.4,1,0.2,1,0.06,1,0.08,1,,0,,2049.35,1,,2335.75,1,,,9,,http://hdl.handle.net/102.100.100/21885
NRS,KAI20170315,10,2017-03-15 15:15:00,35.719,1,,0.2,1,0,6,0.09,1,0.08,1,0,6,,2091.62,1,,2350.93,1,,,9,,http://hdl.handle.net/102.100.100/35383
NRS,KAI20180307,10,2018-03-07 12:35:00,36.031,1,,,0,,0,,0,,0,,0,,2102.86,1,,2370.76,1,,,9,,
NRS,NSI20180417,50,2018-04-17 11:10:00,35.568,1,,,0,,0,,0,,0,,0,,2078.01,1,,2331.52,1,,,9,,http://hdl.handle.net/102.100.100/139922
NRS,MAI20180605,30,2018-06-06 10:49:00,35.506,1,,,0,,0,,0,,0,,0,,2093.23,1,,2334.82,1,,251.3,1,,
NRS,PHB20170419,10,2017-04-19 10:19:00,35.674,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/35485
NRS,MAI20170626,75,2017-06-27 10:35:00,35.275,1,,,0,,0,,0,,0,,0,,2103.37,1,,2324.4,1,,257.9,1,,http://hdl.handle.net/102.100.100/35434
NRS,NSI20180302,50,2018-03-02 11:20:00,35.606,1,,,0,,0,,0,,0,,0,,2066.53,1,,2336.92,1,,,9,,http://hdl.handle.net/102.100.100/139920
NRS,MAI20161117,30,2016-11-18 14:15:00,35.086,1,,,0,,0,,0,,0,,0,,2085.31,1,,2317.46,1,,262.4,1,,
NRS,NSI20170424,10,2017-04-24 11:44:00,35.528,1,,,0,,0,,0,,0,,0,,2000.27,1,,2324.04,1,,,9,,http://hdl.handle.net/102.100.100/35449
NRS,MAI20170801,50,2017-08-01 11:00:00,35.234,1,,,0,,0,,0,,0,,0,,2104.62,1,,2329.02,1,,264.5,1,,http://hdl.handle.net/102.100.100/35439
NRS,NSI20170717,0,2017-07-17 11:30:00,,9,Salinity Bottle 331 was smashed within Travel case.,,0,,0,,0,,0,,0,,2029.27,1,,2336.85,1,,,9,,http://hdl.handle.net/102.100.100/35466
NRS,PHB20170614,20,2017-06-15 10:40:00,35.725,1,,0.7,1,0.7,1,0.12,1,0.41,1,0.14,1,,2059.2,1,,2339.71,1,,,9,,
NRS,PHB20170614,75,2017-06-15 10:40:00,35.719,1,,0.9,1,1.1,1,0.17,1,0.38,1,0.23,1,,2051.75,1,,2339.13,1,,,9,,http://hdl.handle.net/102.100.100/35500
NRS,ROT20171123,40,2017-11-23 11:46:00,35.64,1,,1.9,1,0.3,1,0.12,1,0.22,1,,0,,2053.68,1,,2342.1,1,,229.3,1,,
NRS,PHB20171211,60,2017-12-12 08:33:00,35.418,1,,2.8,1,6.9,1,0.59,1,1.25,1,0.53,1,,2113.57,1,,2327.21,1,,,9,,
NRS,ROT20161214,40,2016-12-14 11:02:00,35.795,1,,2.3,1,0.3,1,0.07,1,0.08,1,,0,,2061.49,1,,2347.73,1,,229.6,1,,http://hdl.handle.net/102.100.100/35512
NRS,ROT20180511,46,2018-05-11 10:35:00,35.608,1,,2.6,1,0.7,1,0.13,1,0.11,1,,0,,2052.78,1,,2337.6,1,,212.2,1,,http://hdl.handle.net/102.100.100/139968
NRS,YON20180602,10,2018-06-03 09:30:00,35.526,1,,0.7,1,0,6,0,6,0.11,1,0,6,,1994.57,1,,2301.49,1,,,9,,
NRS,MAI20181018,85,2018-10-19 10:00:00,35.223,1,,1.5,1,3.5,1,0.41,1,0.66,1,0.32,1,,2106.65,1,,2325.78,1,,263.5,1,,http://hdl.handle.net/102.100.100/139901
NRS,PHB20180626,40,2018-06-26 09:53:00,35.678,1,,0.6,1,1.4,1,0.17,1,0.27,1,0.38,1,,2056.11,1,,2335.77,1,,,9,,
NRS,YON20200212,26,2020-02-13 10:55:00,35.307,1,,0.4,1,0,6,0.08,1,0,6,0,6,,2003.6,1,,2310.95,1,,,9,,http://hdl.handle.net/102.100.100/140018
NRS,PHB20190522,25,2019-05-23 08:50:00,35.4,1,,0.2,1,0.1,1,0.07,1,0.12,1,0,6,,,9,,,9,,,9,,
NRS,PHB20190522,30,2019-05-23 08:50:00,35.413,1,,0.4,1,0.3,1,0.1,1,0.13,1,0.1,1,,,9,,,9,,,9,,
NRS,NSI20190821,0,2019-08-21 11:20:00,35.534,1,,,0,,0,,0,,0,,0,,2022.57,1,,2327.97,1,WOCE - average of duplicates,,9,,http://hdl.handle.net/102.100.100/139774
NRS,MAI20201020,85,2020-10-21 10:45:00,35.172,1,,1.6,1,4.2,1,0.49,1,0.74,1,0.5,1,,2116.12,1,,2319.3,1,,260.3,1,,http://hdl.handle.net/102.100.100/141180
NRS,DAR20190722_2130,10,2019-07-23 07:00:00,35.238,1,,,0,,0,,0,,0,,0,,2029.83,1,,2320.81,1,,,9,,
NRS,MAI20191015,85,2019-10-16 10:20:00,35.186,1,,,0,,0,,0,,0,,0,,2108.34,1,,2322.53,1,,,9,,http://hdl.handle.net/102.100.100/139910
NRS,NSI20201022,30,2020-10-22 11:00:00,35.595,1,,0.6,1,1.8,1,0.23,1,2.27,2,0,6,,2048.58,1,,2329.7,1,,,9,,
NRS,ROT20190306,40,2019-03-06 11:28:00,35.876,1,,,0,,0,,0,,0,,0,,2067.38,1,,2359.32,1,,224,1,,
NRS,NSI20190618,20,2019-06-18 10:55:00,35.432,1,,0.3,1,0,6,0.06,1,0.75,1,0,6,,,9,,,9,,,9,,
NRS,DAR20210428_0030,10,2021-04-28 10:00:00,33.545,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,KAI20210505,0,2021-05-06 08:20:00,35.905,1,,0.5,1,0.1,1,0.1,1,0.13,1,0,6,,,9,,,9,,,9,,
NRS,MAI20210428,10,2021-04-28 10:56:00,35.546,1,,,0,,0,,0,,0,,0,,,9,,,9,,241.1,1,,
NRS,NSI20110220,0,2011-02-21 09:55:00,35.076,1,,,0,,0,,0,,0,,0,,1966.42,1,,2299.14,1,,,9,,
NRS,KAI20111219,100,2011-12-20 09:45:00,35.522,1,,,0,,0,,0,,0,,0,,2103.9,1,,2338.5,1,,,9,,
NRS,ROT20130125,20,2013-01-25 10:50:00,35.677,1,,,0,,0,,0,,0,,0,,2032.99,1,,2337.45,1,,,9,,
NRS,ROT20130125,46,2013-01-25 10:50:00,35.655,1,,,0,,0,,0,,0,,0,,2052.86,1,,2340.16,1,updated 20160513,,9,,
NRS,MAI20121112,75,2012-11-13 11:00:00,35.061,1,,,0,,0,,0,,0,,0,,2098,1,,2308.31,1,,260.3,1,,http://hdl.handle.net/102.100.100/27033
NRS,PHB20121120,100,2012-11-20 23:33:00,35.314,1,,,0,,0,,0,,0,,0,,2126.58,1,,2317.56,1,,,9,,http://hdl.handle.net/102.100.100/27403
NRS,YON20130416,0,2013-04-16 11:50:00,34.4,1,,,0,,0,,0,,0,,0,,1936.45,2,WOCE - questionable data,2239.29,1,,,9,,
NRS,DAR20121208_1630,20,2012-12-09 02:00:00,34.514,1,,,0,,0,,0,,0,,0,,1997.6,1,,2288.42,1,,,9,,
NRS,DAR20121029,20,2012-10-31 08:06:00,34.695,2,,,0,,0,,0,,0,,0,,2006.71,1,,2285.05,1,,,9,,
NRS,PHB20090422,10,2009-04-23 09:53:00,35.486,1,,0.7,1,0.1,1,0.07,1,0,1,,9,,,9,,,9,,,9,,
NRS,MAI20090421,40,2009-04-21 12:00:00,35.359,1,,0.6,1,1.9,1,0.21,1,0.15,1,,9,,,9,,,9,,,9,,
NRS,PHB20090819,75,2009-08-20 09:34:00,35.521,1,,,0,,0,,0,,0,,0,,2090.39,1,,2327.91,1,WOCE - average of duplicates,,9,,
NRS,MAI20101214,75,2010-12-14 11:20:00,35.049,1,,,0,,0,,0,,0,,0,,,9,WOCE - no data,,9,WOCE - no data,258.2,1,,
NRS,KAI20090601,20,2009-06-02 08:15:00,35.857,1,,,0,,0,,0,,0,,0,,2086.11,1,,2354.52,1,WOCE - average of duplicates,,9,,
NRS,NSI20110623,57,2011-06-23 10:40:00,35.611,1,,,0,,0,,0,,0,,0,,2077.49,1,,2329.89,1,WOCE - average of duplicates,,9,,
NRS,MAI20111026,30,2011-10-26 11:15:00,35.246,1,,,0,,0,,0,,0,,0,,2080.37,1,,2329.57,1,,279.5,1,,
NRS,YON20120112,0,2012-01-12 11:45:00,35.113,1,,0.4,1,0,1,0.04,1,0.09,1,,9,,1971.67,1,,2297.06,1,,,9,,
NRS,PHB20110517,50,2011-05-18 09:40:00,35.494,1,,0.6,1,0.5,1,0.15,1,0.5,1,,9,,,9,,,9,,,9,,
NRS,ESP20110120,20,2011-01-20 09:05:00,35.906,1,,0,1,0.1,1,0.04,1,,0,,9,,2053.45,1,,2349.89,1,,1.1,1,,
NRS,PHB20090318,0,2009-03-19 09:54:00,35.413,1,,0,1,0,1,0.04,1,0,1,,9,,1999.95,1,,2319.4,1,,,9,,
NRS,NSI20120213,30,2012-02-14 08:15:00,35.251,1,,2.2,1,0,1,0.08,1,0.08,1,,9,,1978,1,,2306.75,1,,,9,,
NRS,PHB20091018,0,2009-10-19 10:10:00,35.534,1,,0.2,1,0,1,0.08,1,0.12,1,,9,,2031.59,1,,2328.21,1,,,9,,
NRS,ESP20111130,50,2011-11-30 14:53:00,35.443,1,,0,1,0.1,1,0.03,1,,0,,9,,2037.57,1,,2324.12,1,,1.1,1,,
NRS,NSI20111116,20,2011-11-16 10:40:00,35.574,1,,0.6,1,4,1,0.11,1,0.17,1,,9,,,9,,,9,,,9,,
NRS,NSI20101115,10,2010-11-16 09:45:00,35.287,1,,1.4,1,0,1,0.03,1,0.02,1,,9,,1999.33,1,,2309.86,1,,,9,,
NRS,KAI20091115,90,2009-11-16 08:55:00,35.492,1,,1.6,1,3.4,1,0.39,1,0.13,1,,9,,2108.76,1,,2333.75,1,,,9,,
NRS,PHB20100702,10,2010-07-02 11:50:00,35.535,1,,1.7,1,3.1,1,0.19,1,0.46,1,,9,,,9,,,9,,,9,,
NRS,DAR20121209_0300,10,2012-12-09 12:30:00,34.512,1,,6.4,1,0,1,0.24,1,0.13,1,,9,,1996.67,1,,2286.59,1,,,9,,
NRS,MAI20121017,20,2012-10-18 10:45:00,35.034,1,,0.1,1,2.2,1,0.33,1,0.2,1,,9,,,9,,,9,,285.4,1,,http://hdl.handle.net/102.100.100/27023
NRS,MAI20121017,50,2012-10-18 10:45:00,35.078,1,,0.5,1,3.8,1,0.45,1,0.45,1,,9,,2090.23,1,,2313.63,1,,278.6,1,,http://hdl.handle.net/102.100.100/27025
NRS,ROT20120928,0,2012-09-28 11:56:00,35.367,1,,1.9,1,0,1,0.06,1,0.03,1,,9,,2027.45,1,,2317.51,1,,,9,,
NRS,NSI20130326,10,2013-03-26 11:55:00,34.454,1,,1.9,1,0,1,0.08,1,0.1,1,,9,,1954.87,2,WOCE - questionable data,2268.7,1,WOCE - average of duplicates,,9,,http://hdl.handle.net/102.100.100/27228
NRS,MAI20130313,0,2013-03-14 11:45:00,35.224,1,,0.5,1,0,1,0.2,1,0.05,1,,9,,2053.27,1,,2319.36,1,,251.5,1,,http://hdl.handle.net/102.100.100/27049
NRS,ESP20110512,30,2011-05-12 10:25:00,35.587,1,,,0,,0,,0,,0,,0,,,9,,,9,,1.7,1,,
NRS,ESP20101013,10,2010-10-13 08:30:00,35.778,1,,,0,,0,,0,,0,,0,,,9,,,9,,1.3,1,,
NRS,MAI20120119,75,2012-01-19 12:15:00,35.388,1,,,0,,0,,0,,0,,0,,2077.46,1,,2333.57,1,,234.8,1,,
NRS,KAI20081019,20,2008-10-19 12:00:00,,9,,,0,,0,,0,,0,,0,,2095.98,1,,2340.81,1,,,9,,
NRS,PHB20130319,20,2013-03-20 09:42:00,35.392,1,,,0,,0,,0,,0,,0,,1992.22,1,,2319.12,1,,,9,,
NRS,PHB20130514,20,2013-05-15 09:55:00,35.364,1,,,0,,0,,0,,0,,0,,2027.82,1,,2319.31,1,,,9,,
NRS,PHB20130422,50,2013-04-23 09:47:00,35.329,1,,0.5,1,0.8,1,0.19,1,0.13,1,,9,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/27430
NRS,PHB20130826,100,2013-08-27 10:15:00,35.472,1,,3.1,1,5.7,1,0.49,1,,9,,9,nutrients thawed in transit,2087.71,1,,2327.06,1,,,9,,http://hdl.handle.net/102.100.100/27452
NRS,MAI20130807,10,2013-08-07 11:45:00,35.423,1,,,0,,0,,0,,0,,0,,2096.34,1,,2334.79,1,,263.7,1,,http://hdl.handle.net/102.100.100/27077
NRS,NSI20130520,0,2013-05-20 10:15:00,35.323,1,,,0,,0,,0,,0,,0,,1993.01,1,,2312.19,1,,,9,,http://hdl.handle.net/102.100.100/27239
NRS,MAI20140205,60,2014-02-05 00:15:00,35.224,1,,1,1,1.1,1,0.25,1,0.28,1,,9,,,9,,,9,,244,1,,
NRS,MAI20131117,30,2013-11-18 11:05:00,,9,Salinity not taken,0.6,1,0,1,0.09,1,0.75,4,,9,no salinity sampled,2080.8,1,,2327.28,1,,273,1,,
NRS,KAI20130506,75,2013-05-07 08:10:00,36.345,1,,,0,,0,,0,,0,,0,,2117.33,1,,2376.48,1,,,9,,
NRS,YON20140122,26,2014-01-22 10:40:00,35.532,1,,1.5,1,0,1,0.02,1,0.29,1,,9,,1984.5,1,,2318.56,1,,,9,,
NRS,MAI20140408,0,2014-04-08 12:10:00,35.482,1,,,0,,0,,0,,0,,0,,2065.32,1,,2332.21,1,,243.1,1,,http://hdl.handle.net/102.100.100/21651
NRS,PHB20140824,25,2014-08-25 11:32:00,35.492,1,,,0,,0,,0,,0,,0,,,9,WOCE - no data,,9,,,9,,http://hdl.handle.net/102.100.100/27513
NRS,ROT20140319,30,2014-03-19 13:45:00,35.742,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,NSI20140725,50,2014-07-25 11:10:00,35.555,1,,,0,,0,,0,,0,,0,,2042.46,1,,2330.47,1,,,9,,http://hdl.handle.net/102.100.100/27322
NRS,PHB20140427,25,2014-04-28 11:58:00,35.378,1,,0.7,1,0,1,0.06,1,0.22,1,,9,,,9,WOCE - no data,,9,,,9,,http://hdl.handle.net/102.100.100/27489
NRS,KAI20140713,30,2014-07-13 16:52:00,35.855,1,,0.4,1,0.5,1,0.13,1,0.17,1,,9,,2102.81,1,,2351.26,1,,,9,,
NRS,PHB20150225,100,2015-02-26 12:51:00,35.316,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/27548
NRS,YON20150224,0,2015-02-24 11:35:00,35.593,1,,2.2,1,0,1,0.05,1,0.12,1,,9,,1986.65,1,,2317.25,1,,,9,,
NRS,NSI20150907,0,2015-09-07 11:40:00,35.647,1,,,0,,0,,0,,0,,0,,2024.64,1,,2334.58,1,,,9,,http://hdl.handle.net/102.100.100/21958
NRS,MAI20150421,40,2015-04-21 12:10:00,35.614,1,,0.7,1,0.4,1,0.12,1,0.17,1,,9,,,9,,,9,,246.5,1,,
NRS,PHB20150819,50,2015-08-19 10:58:00,35.635,1,,0.9,1,1.8,1,0.53,1,0.78,1,,9,,,9,,,9,,,9,,http://hdl.handle.net/102.100.100/21889
NRS,MAI20150811,10,2015-08-12 10:10:00,35.272,1,,,0,,0,,0,,0,,0,,2108.37,1,,2324.81,1,,269.1,1,,http://hdl.handle.net/102.100.100/21905
NRS,NSI20150624,0,2015-06-24 11:40:00,35.481,1,,,0,,0,,0,,0,,0,,2003.09,1,,2326.35,2,WOCE - questionable data,,9,,http://hdl.handle.net/102.100.100/21844
NRS,MAI20160209,50,2016-02-10 11:25:00,35.313,1,,9.7,1,0.7,1,0.05,1,0.09,1,,0,,2119.46,1,,2319.14,1,,201,1,,http://hdl.handle.net/102.100.100/34148
NRS,PHB20151115,30,2015-11-16 10:28:00,35.384,1,,0.4,1,1.3,1,0.23,1,0.2,1,,9,,,9,,,9,,,9,,
NRS,YON20160503,0,2016-05-03 10:33:00,35.352,1,,2.8,1,0,6,0,6,0.06,1,0,6,,1978.66,1,,2291.34,1,,,9,,http://hdl.handle.net/102.100.100/34230
NRS,MAI20160630,60,2016-07-01 11:10:00,35.291,1,,1.4,1,3.6,1,0.37,1,0.03,1,0.13,1,,,9,,,9,,255.3,1,,
NRS,MAI20160927,10,2016-09-27 11:44:00,35.139,1,,,0,,0,,0,,0,,0,,2072.75,1,,2323.01,1,,284.1,1,,http://hdl.handle.net/102.100.100/35395
NRS,ROT20151022,20,2015-10-22 11:27:00,35.611,1,,1.4,1,0.2,1,0.07,1,0,6,,0,,2046.97,1,,2333.71,1,WOCE - average of duplicates,,9,,http://hdl.handle.net/102.100.100/21882
NRS,NSI20151216,0,2015-12-16 11:20:00,35.54,1,,0.6,1,0,1,0.06,1,0,1,,9,,1999.54,1,,2334.23,1,,,9,,http://hdl.handle.net/102.100.100/34256
NRS,PHB20160926,0,2016-09-27 08:14:00,35.716,1,,,0,,0,,0,,0,,0,,2027.17,1,,2329.28,1,,,9,,
NRS,KAI20170315,100,2017-03-15 15:15:00,35.464,1,,1.5,1,5.3,1,0.46,1,0,6,0.12,1,,2136.41,1,,2334.72,1,,,9,,http://hdl.handle.net/102.100.100/35387
NRS,MAI20180301,20,2018-03-02 10:20:00,35.542,1,,0,6,0,6,0.09,1,0,6,0,6,,,9,,,9,,241.9,1,,
NRS,KAI20170908,100,2017-09-08 16:00:00,36.12,1,,0.8,1,0,6,0.13,1,0.09,1,0,6,,2125.41,1,,2372.51,1,,,9,,http://hdl.handle.net/102.100.100/139881
NRS,NSI20171116,40,2017-11-16 10:56:00,35.611,1,,,0,,0,,0,,0,,0,,,9,,,9,,,9,,
NRS,PHB20171024,100,2017-10-25 09:40:00,35.455,1,,,0,,0,,0,,0,,0,,2115.16,1,,2325.51,1,,,9,,
NRS,DAR20180731_0630,0,2018-07-31 16:00:00,34.184,1,,,0,,0,,0,,0,,0,,1994,1,,2281.6,1,,,9,,http://hdl.handle.net/102.100.100/141123
NRS,NSI20180913,50,2018-09-13 10:45:00,35.533,1,,1.9,1,4.2,1,0.38,1,0.44,1,0.38,1,,2074.71,1,,2335.52,1,,,9,,http://hdl.handle.net/102.100.100/139926
NRS,NSI20180530,0,2018-05-30 11:15:00,35.435,1,,0.5,1,0,6,0.05,1,0,6,0,6,,2000.71,1,,2321.03,1,,,9,,http://hdl.handle.net/102.100.100/139761
