TRIP_CODE,SAMPLE_CODE,SAMPLEDEPTH_M,SAMPLEDATELOCAL,REPLICATE,PROCHLOROCOCCUS_CELLSML,SYNECOCHOCCUS_CELLSML,PICOEUKARYOTES_CELLSML,PROCHLOROCOCCUS_FLAG,SYNECOCHOCCUS_FLAG,PICOEUKARYOTES_FLAG,PICO_COMMENTS,ANALYSIS_LOCATION,ANALYSIS_DATE,ANALYST_NAME,TEMP_THAWED_DEGC,INTERNAL_STANDARD,INSTRUMENT_BRAND_MODEL,INSTRUMENT_SERIAL_NUMBER,LASER_NM,MODE_TYPE,ANALYSIS_VOLUME_UL,FLOW_RATE_UL_PER_MIN,ANALYSIS_TIME_MINUTES,BATCH_COMMENTS
DAR20201123,NRSDAR20201123_PHYCYT014_01,14,2020-11-24 07:46:00,1,1244.44,147622.22,6455.56,1,1,1,,CSIRO,2021-03-16 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
DAR20201123,NRSDAR20201123_PHYCYT014_02,14,2020-11-24 07:46:00,2,910,178764.44,5257.78,1,1,1,,CSIRO,2021-03-16 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
DAR20201123,NRSDAR20201123_PHYCYT010_02,10,2020-11-24 07:46:00,2,1600.93,150402.78,5729.63,1,1,1,,CSIRO,2021-03-16 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
DAR20201123,NRSDAR20201123_PHYCYT000_02,0,2020-11-24 07:46:00,2,1400,181144.44,7777.78,1,1,1,,CSIRO,2021-03-16 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,3,analysis_volume stop condition:100 uL or 3 min
DAR20201123,NRSDAR20201123_PHYCYT010_03,10,2020-11-24 07:46:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20201123,NRSDAR20201123_PHYCYT014_03,14,2020-11-24 07:46:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20201123,NRSDAR20201123_PHYCYT000_03,0,2020-11-24 07:46:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210303,NRSDAR20210303_PHYCYT010_01,10,2021-03-04 08:34:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210303,NRSDAR20210303_PHYCYT020_01,20,2021-03-04 08:34:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210303,NRSDAR20210303_PHYCYT000_01,0,2021-03-04 08:34:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210303,NRSDAR20210303_PHYCYT000_02,0,2021-03-04 08:34:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210303,NRSDAR20210303_PHYCYT020_02,20,2021-03-04 08:34:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210303,NRSDAR20210303_PHYCYT010_02,10,2021-03-04 08:34:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210303,NRSDAR20210303_PHYCYT010_03,10,2021-03-04 08:34:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210303,NRSDAR20210303_PHYCYT020_03,20,2021-03-04 08:34:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210303,NRSDAR20210303_PHYCYT000_03,0,2021-03-04 08:34:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210427_2130,NRSDAR20210427_2130_PHYCYT020_01,20,2021-04-28 07:11:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210427_2130,NRSDAR20210427_2130_PHYCYT010_01,10,2021-04-28 07:11:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210427_2130,NRSDAR20210427_2130_PHYCYT000_01,0,2021-04-28 07:11:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210427_2130,NRSDAR20210427_2130_PHYCYT000_02,0,2021-04-28 07:11:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210427_2130,NRSDAR20210427_2130_PHYCYT010_02,10,2021-04-28 07:11:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210427_2130,NRSDAR20210427_2130_PHYCYT020_02,20,2021-04-28 07:11:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210427_2130,NRSDAR20210427_2130_PHYCYT000_03,0,2021-04-28 07:11:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210427_2130,NRSDAR20210427_2130_PHYCYT020_03,20,2021-04-28 07:11:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210427_2130,NRSDAR20210427_2130_PHYCYT010_03,10,2021-04-28 07:11:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0030,NRSDAR20210428_0030_PHYCYT018_01,18,2021-04-28 10:00:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0030,NRSDAR20210428_0030_PHYCYT010_01,10,2021-04-28 10:00:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0030,NRSDAR20210428_0030_PHYCYT000_01,0,2021-04-28 10:00:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0030,NRSDAR20210428_0030_PHYCYT000_02,0,2021-04-28 10:00:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0030,NRSDAR20210428_0030_PHYCYT018_02,18,2021-04-28 10:00:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0030,NRSDAR20210428_0030_PHYCYT010_02,10,2021-04-28 10:00:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0030,NRSDAR20210428_0030_PHYCYT000_03,0,2021-04-28 10:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0030,NRSDAR20210428_0030_PHYCYT010_03,10,2021-04-28 10:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0030,NRSDAR20210428_0030_PHYCYT018_03,18,2021-04-28 10:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0330,NRSDAR20210428_0330_PHYCYT000_01,0,2021-04-28 12:57:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0330,NRSDAR20210428_0330_PHYCYT016_01,16,2021-04-28 12:57:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0330,NRSDAR20210428_0330_PHYCYT010_01,10,2021-04-28 12:57:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0330,NRSDAR20210428_0330_PHYCYT010_02,10,2021-04-28 12:57:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0330,NRSDAR20210428_0330_PHYCYT000_02,0,2021-04-28 12:57:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0330,NRSDAR20210428_0330_PHYCYT016_02,16,2021-04-28 12:57:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0330,NRSDAR20210428_0330_PHYCYT000_03,0,2021-04-28 12:57:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0330,NRSDAR20210428_0330_PHYCYT016_03,16,2021-04-28 12:57:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0330,NRSDAR20210428_0330_PHYCYT010_03,10,2021-04-28 12:57:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0630,NRSDAR20210428_0630_PHYCYT017_01,17,2021-04-28 16:00:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0630,NRSDAR20210428_0630_PHYCYT010_01,10,2021-04-28 16:00:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0630,NRSDAR20210428_0630_PHYCYT000_01,0,2021-04-28 16:00:00,1,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0630,NRSDAR20210428_0630_PHYCYT017_02,17,2021-04-28 16:00:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0630,NRSDAR20210428_0630_PHYCYT010_02,10,2021-04-28 16:00:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0630,NRSDAR20210428_0630_PHYCYT000_02,0,2021-04-28 16:00:00,2,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0630,NRSDAR20210428_0630_PHYCYT010_03,10,2021-04-28 16:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0630,NRSDAR20210428_0630_PHYCYT000_03,0,2021-04-28 16:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
DAR20210428_0630,NRSDAR20210428_0630_PHYCYT017_03,17,2021-04-28 16:00:00,3,,,,0,0,0,,,,,,,,,,,,,,
ESP20090512,NRSESP20090512_PHYCYTWC_01,WC,2009-05-12 13:50:00,1,,,,0,0,0,,,,,,,,,,,,,,
ESP20090512,NRSESP20090512_PHYCYTWC_02,WC,2009-05-12 13:50:00,2,,,,0,0,0,,,,,,,,,,,,,,
ESP20090623,NRSESP20090623_PHYCYTWC_01,WC,2009-06-23 09:35:00,1,86688,5124,913.5,4,1,4,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
ESP20090917,NRSESP20090917_PHYCYTWC_01,WC,2009-09-17 09:55:00,1,7612.5,7581,12988.5,1,1,1,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
ESP20091216,NRSESP20091216_PHYCYTWC_01,WC,2009-12-16 10:00:00,1,15225,52027.5,5365.5,1,1,1,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
ESP20100322,NRSESP20100322_PHYCYTWC_01,WC,2010-03-22 09:55:00,1,59472,73615.5,7780.5,1,1,1,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
ESP20100629,NRSESP20100629_PHYCYTWC_01,WC,2010-06-29 10:20:00,1,9345,18375,6079.5,1,1,1,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
ESP20101013,NRSESP20101013_PHYCYTWC_01,WC,2010-10-13 08:30:00,1,20443.5,33894,7108.5,1,1,1,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
ESP20110120,NRSESP20110120_PHYCYTWC_01,WC,2011-01-20 09:05:00,1,52962,53067,9418.5,1,1,1,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
ESP20110512,NRSESP20110512_PHYCYTWC_01,WC,2011-05-12 10:25:00,1,19467,50704.5,7339.5,1,1,1,,,,,,,,,,,,,,
ESP20110512,NRSESP20110512_PHYCYTWC_02,WC,2011-05-12 10:25:00,2,15550.5,38986.5,5796,1,1,1,,,,,,,,,,,,,,
ESP20110818,NRSESP20110818_PHYCYTWC_01,WC,2011-08-18 10:35:00,1,14280,13597.5,10332,1,1,1,,,,,,,,,,,,,,
ESP20110818,NRSESP20110818_PHYCYTWC_02,WC,2011-08-18 10:35:00,2,13429.5,9775.5,6783,1,1,1,,,,,,,,,,,,,,
ESP20111130,NRSESP20111130_PHYCYTWC_01,WC,2011-11-30 14:53:00,1,15424.5,27478.5,3486,1,1,1,,,,,,,,,,,,,,
ESP20111130,NRSESP20111130_PHYCYTWC_02,WC,2011-11-30 14:53:00,2,28707,28612.5,4557,1,1,1,,,,,,,,,,,,,,
ESP20120229,NRSESP20120229_PHYCYTWC_01,WC,2012-02-29 10:55:00,1,157563,22050,3087,1,1,1,,,,,,,,,,,,,,
ESP20120229,NRSESP20120229_PHYCYTWC_02,WC,2012-02-29 10:55:00,2,150801,22018.5,3969,1,1,1,,,,,,,,,,,,,,
ESP20120612,NRSESP20120612_PHYCYTWC_01,WC,2012-06-12 09:39:00,1,52721,16359,5303,1,1,1,,,,,,,,,,,,,,
ESP20120612,NRSESP20120612_PHYCYTWC_02,WC,2012-06-12 09:39:00,2,11710,8085,3077,1,1,1,,,,,,,,,,,,,,
ESP20120910,NRSESP20120910_PHYCYTWC_01,WC,2012-09-10 13:06:00,1,2919,10605,3024,1,1,1,,,,,,,,,,,,,,
ESP20120910,NRSESP20120910_PHYCYTWC_02,WC,2012-09-10 13:06:00,2,1890,10080,5187,1,1,1,,,,,,,,,,,,,,
ESP20121212,NRSESP20121212_PHYCYTWC_01,WC,2012-12-12 09:25:00,1,2029,9492,326,1,1,1,,,,,,,,,,,,,,
ESP20121212,NRSESP20121212_PHYCYTWC_02,WC,2012-12-12 09:25:00,2,2163,9241,399,1,1,1,,,,,,,,,,,,,,
ESP20130314,NRSESP20130314_PHYCYTWC_01,WC,2013-03-14 10:12:00,1,1334,8663,168,1,1,1,,,,,,,,,,,,,,
ESP20130314,NRSESP20130314_PHYCYTWC_02,WC,2013-03-14 10:12:00,2,987,9965,470,1,1,1,,,,,,,,,,,,,,
ESP20130725,NRSESP20130725_PHYCYTWC_01,WC,2013-07-25 10:52:00,1,5460,8936,7959,1,1,1,,,,,,,,,,,,,,
ESP20130725,NRSESP20130725_PHYCYTWC_02,WC,2013-07-25 10:52:00,2,6731,10490,7403,1,1,1,,,,,,,,,,,,,,
KAI20091215,NRSKAI20091215_PHYCYTWC_01,WC,2009-12-15 09:15:00,1,12117,16905,2152.5,1,1,1,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
KAI20100215,NRSKAI20100215_PHYCYTWC_01,WC,2010-02-16 06:49:00,1,34083,7780.5,2961,1,1,1,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
KAI20100315,NRSKAI20100315_PHYCYTWC_01,WC,2010-03-16 06:15:00,1,22953,6625.5,2887.5,1,1,1,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
KAI20100419,NRSKAI20100419_PHYCYTWC_01,WC,2010-04-20 07:15:00,1,5617.5,16128,3601.5,1,1,1,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
KAI20100721,NRSKAI20100721_PHYCYTWC_01,WC,2010-07-22 07:15:00,1,11256,8389.5,1606.5,1,1,1,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
KAI20110123,NRSKAI20110123_PHYCYTWC_01,WC,2011-01-24 07:55:00,1,35931,10027.5,1207.5,1,1,1,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
KAI20110223,NRSKAI20110223_PHYCYTWC_01,WC,2011-02-23 10:45:00,1,5334,9723,12190.5,1,1,1,only one sample analysed as other two were lost due to storage problem,,,,,,,,,,,,,
KAI20110718,NRSKAI20110718_PHYCYTWC_01,WC,2011-07-19 09:15:00,1,28213.5,28581,4956,1,1,1,,,,,,,,,,,,,,
KAI20111026,NRSKAI20111026_PHYCYTWC_01,WC,2011-10-26 15:00:00,1,9733.5,7833,1144.5,1,1,1,,,,,,,,,,,,,,
KAI20111026,NRSKAI20111026_PHYCYTWC,WC,2011-10-26 15:00:00,,,,,0,0,0,,,,,,,,,,,,,,
KAI20111115,NRSKAI20111115_PHYCYTWC_01,WC,2011-11-15 11:45:00,1,25378.5,26628,2247,1,1,1,,,,,,,,,,,,,,
KAI20111115,NRSKAI20111115_PHYCYTWC_02,WC,2011-11-15 11:45:00,2,19120.5,23079,1806,1,1,1,,,,,,,,,,,,,,
KAI20111219,NRSKAI20111219_PHYCYTWC_01,WC,2011-12-20 09:45:00,1,40803,18722,3518,1,1,1,,,,,,,,,,,,,,
KAI20111219,NRSKAI20111219_PHYCYTWC_02,WC,2011-12-20 09:45:00,2,31395,18774,2982,1,1,1,,,,,,,,,,,,,,
KAI20120116,NRSKAI20120116_PHYCYTWC_01,WC,2012-01-17 07:15:00,1,100768.5,52867.5,5124,1,1,1,,,,,,,,,,,,,,
KAI20120116,NRSKAI20120116_PHYCYTWC_02,WC,2012-01-17 07:15:00,2,104359.5,50956.5,5239.5,1,1,1,,,,,,,,,,,,,,
KAI20120215,NRSKAI20120215_PHYCYTWC_01,WC,2012-02-15 12:05:00,1,14206.5,39658.5,5449.5,1,1,1,,,,,,,,,,,,,,
KAI20120215,NRSKAI20120215_PHYCYTWC_02,WC,2012-02-15 12:05:00,2,13429.5,37275,4725,1,1,1,,,,,,,,,,,,,,
KAI20120415,NRSKAI20120415_PHYCYTWC_01,WC,2012-04-15 11:45:00,1,52941,15361.5,8998.5,1,1,1,,,,,,,,,,,,,,
KAI20120415,NRSKAI20120415_PHYCYTWC_02,WC,2012-04-15 11:45:00,2,51618,16306.5,9597,1,1,1,,,,,,,,,,,,,,
KAI20130827,NRSKAI20130827_PHYCYTWC_01,WC,2013-08-28 09:10:00,1,242,6227,1764,4,4,4,Poorly preserved sample?,,,,,,,,,,,,,
KAI20130827,NRSKAI20130827_PHYCYTWC_02,WC,2013-08-28 09:10:00,2,34293,36687,3980,1,1,1,,,,,,,,,,,,,,
KAI20140122,NRSKAI20140122_PHYCYTWC_01,WC,2014-01-22 15:25:00,1,3990,4904,17304,1,1,1,,,,,,,,,,,,,,
KAI20140122,NRSKAI20140122_PHYCYTWC_02,WC,2014-01-22 15:25:00,2,2709,5051,16958,1,1,1,,,,,,,,,,,,,,
KAI20140313,NRSKAI20140313_PHYCYTWC_01,WC,2014-03-13 15:15:00,1,10847,20664,7182,1,1,1,,,,,,,,,,,,,,
KAI20140313,NRSKAI20140313_PHYCYTWC_02,WC,2014-03-13 15:15:00,2,10227,21168,7886,1,1,1,,,,,,,,,,,,,,
KAI20140507,NRSKAI20140507_PHYCYTWC_01,WC,2014-05-07 14:25:00,1,36393,19667,3465,1,1,1,,,,,,,,,,,,,,
KAI20140507,NRSKAI20140507_PHYCYTWC_02,WC,2014-05-07 14:25:00,2,32456,21452,4106,1,1,1,,,,,,,,,,,,,,
KAI20140713,NRSKAI20140713_PHYCYTWC_01,WC,2014-07-13 16:52:00,1,2042.22,15141.16,9588.87,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20140713,NRSKAI20140713_PHYCYTWC_02,WC,2014-07-13 16:52:00,2,1670.91,15718.92,8834.16,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20141029,NRSKAI20141029_PHYCYTWC_01,WC,2014-11-29 12:56:00,1,9246.73,15675.95,9379.09,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20141029,NRSKAI20141029_PHYCYTWC_02,WC,2014-11-29 12:56:00,2,9172.69,14226.33,8341.96,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20141201,NRSKAI20141201_PHYCYTWC_01,WC,2014-12-02 07:20:00,1,8225.62,18342.18,13974.09,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20141201,NRSKAI20141201_PHYCYTWC_02,WC,2014-12-02 07:20:00,2,8645.41,17478.02,12678.8,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20150224,NRSKAI20150224_PHYCYTWC_01,WC,2015-02-25 09:25:00,1,11746.73,48612.64,8564.71,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20150224,NRSKAI20150224_PHYCYTWC_02,WC,2015-02-25 09:25:00,2,11199.26,55582.22,9119.26,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20150408,NRSKAI20150408_PHYCYTWC_01,WC,2015-04-09 07:40:00,1,37019.6,13568.66,7545.84,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20150408,NRSKAI20150408_PHYCYTWC_02,WC,2015-04-09 07:40:00,2,50271.49,14259.09,7749.5,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20150629,NRSKAI20150629_PHYCYTWC_01,WC,2015-06-30 07:40:00,1,10881.48,36891.11,11863.7,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20150629,NRSKAI20150629_PHYCYTWC_02,WC,2015-06-30 07:40:00,2,10684.72,38179.17,11588.89,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20150909,NRSKAI20150909_PHYCYTWC_01,WC,2015-09-09 13:20:00,1,6142.26,20675.8,21441.23,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20150909,NRSKAI20150909_PHYCYTWC_02,WC,2015-09-09 13:20:00,2,5988.89,21797.22,22147.22,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20151116,NRSKAI20151116_PHYCYTWC_01,WC,2015-11-17 11:40:00,1,1897.04,27579.26,17737.78,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20151116,NRSKAI20151116_PHYCYTWC_02,WC,2015-11-17 11:40:00,2,1847.22,27961.11,17577.78,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20160223,NRSKAI20160223_PHYCYTWC_01,WC,2016-02-24 09:25:00,1,11330.39,37877.02,9278.43,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20160223,NRSKAI20160223_PHYCYTWC_02,WC,2016-02-24 09:25:00,2,10687.54,28320.56,10167.81,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20160525,NRSKAI20160525_PHYCYTWC_01,WC,2016-05-26 08:30:00,1,12011.63,28835.39,10083.02,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20160525,NRSKAI20160525_PHYCYTWC_02,WC,2016-05-26 08:30:00,2,12624.71,28594.6,10413.5,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20160915,NRSKAI20160915_PHYCYTWC_01,WC,2016-09-15 13:35:00,1,1126.67,22648.89,6211.11,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20160915,NRSKAI20160915_PHYCYTWC_02,WC,2016-09-15 13:35:00,2,951.63,24603.7,6889.43,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20161118,NRSKAI20161118_PHYCYTWC_01,WC,2016-11-18 14:35:00,1,13154.66,55621.32,12174.19,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20161118,NRSKAI20161118_PHYCYTWC_02,WC,2016-11-18 14:35:00,2,10299.48,23357.92,18360.36,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20170315,NRSKAI20170315_PHYCYTWC_01,WC,2017-03-15 15:15:00,1,3853.67,11570.55,16444.86,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20170315,NRSKAI20170315_PHYCYTWC_02,WC,2017-03-15 15:15:00,2,3130.56,10723.61,15390.28,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20170315,NRSKAI20170315_PHYCYTWC_03,WC,2017-03-15 15:15:00,3,,,,0,0,0,,,,,,,,,,,,,,
KAI20170518,NRSKAI20170518_PHYCYTWC_01,WC,2017-05-18 13:20:00,1,62382.77,25082.98,10973.8,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20170518,NRSKAI20170518_PHYCYTWC_02,WC,2017-05-18 13:20:00,2,54237.53,29255.45,13134.91,5,1,1,,CSIRO,,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub CS-1075,,488 nm & 552 nm,closed sheath (picoplankton),100,120,,
KAI20170908,NRSKAI20170908_PHYCYT010_01,10,2017-09-08 16:00:00,1,12668.63,19909.97,11835.95,5,5,5,,CSIRO,2017-09-25 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub ,CS-2016/75,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,2,
KAI20170908,NRSKAI20170908_PHYCYT020_01,20,2017-09-08 16:00:00,1,10218.17,21483.14,12573.46,5,5,5,,CSIRO,2017-09-25 00:00:00,Dion Frampton,25,1 um fluorescent beads (Fluoresbrite YG Microspheres),Cytobuoy CytoSub ,CS-2016/75,488 nm & 552 nm,closed sheath (picoplankton): open sheath (heterotrophic bacteria),100,60,2,
