"TripCode","StationName","StationCode","Longitude","Latitude","SampleDateLocal","Biomass_mgm3","AshFreeBiomass_mgm3","Secchi_m","Year","Month","Day","Time_24hr","ZoopAbundance_m3","CopeAbundance_m3","AvgTotalLengthCopepod_mm","HerbivoreCarnivoreCopepodRatio","NoCopepodSpecies_Sample","ShannonCopepodDiversity","CopepodEvenness","PhytoBiomassCarbon_pgL","PhytoAbund_CellsL","DiatomDinoflagellateRatio","AvgCellVol_um3","NoPhytoSpecies_Sample","ShannonPhytoDiversity","PhytoEvenness","NoDiatomSpecies_Sample","ShannonDiatomDiversity","DiatomEvenness","NoDinoSpecies_Sample","ShannonDinoDiversity","DinoflagellateEvenness","CTDTemperature_degC","CTDSalinity_psu","CTDChlF_mgm3","MLDtemp_m","MLDsal_m","DCM_m","Silicate_umolL","Phosphate_umolL","Ammonium_umolL","Nitrate_umolL","Nitrite_umolL","Oxygen_umolL","DIC_umolkg","TAlkalinity_umolkg","Salinity_psu","PigmentChla_mgm3"
"KAI20140713","Kangaroo Island","KAI","136.44733","-35.83217",2014-07-13,"3.87934","","","2014","7","13","16:13:00","2217.2714","1916.6844","0.693311746315669","","16","2.38191431318816","0.859093991864749","26015530.3355083","141993.47","0.714631863606759","5486.26087074078","14","1.16691017976312","0.442169318062235","10","0.989130020222529","0.429573709667496","2","0.693147180559945","1","15.9609076923077","35.7909923076923","2.66933846153846","103","63","66","0.45","0.1325","0.2525","0.575","","","2107.84333333333","2353.825","35.875125","0.366"
"KAI20141029","Kangaroo Island","KAI","136.44733","-35.83217",2014-10-29,"5.21253","","","2014","10","29","11:00:00","1998.0193","908.8335","0.625525157798431","","21","2.40902257382868","0.791264516227396","2897476.85372004","59425","0.0530973451327434","1025.24606762726","5","1.47507631105469","0.916516443199602","1","0","","4","1.242453324894","0.896240625180289","16.1234357142857","35.81565","0.10115","70","11","76","0.5125","0.165","0.14625","0.3375","","","2120.89333333333","2364.95833333333","35.924625","0.305"
"KAI20141201","Kangaroo Island","KAI","136.44733","-35.83217",2014-12-02,"45.93323","","","2014","12","2","06:05:00","5375.2028","2408.2325","0.676842834526982","","22","2.29331968654084","0.741924357606031","3933468.19736827","65825","0.0295566502463054","932.502442304151","5","1.54659868604851","0.960955793385934","1","0","","5","1.32088834314932","0.820714072251238","17.3257384615385","35.8805538461538","0.0844384615384615","54","23","49","0.2625","0.10875","0.12375","0.25","","","2109.98","2357.27666666667","36.044375","0.211"
"KAI20150224","Kangaroo Island","KAI","136.44733","-35.83217",2015-02-25,"9.69304","","","2015","2","25","08:55:00","2443.5954","1810.5944","0.571835846283408","","23","2.1927821413647","0.699341791231757","90824648.8570447","134723.02","0.931380936703951","16545.0742673098","10","0.156054313718193","0.06777352732501","4","0.09845637414814","0.071021261363715","6","1.58704567156361","0.885747054121811","18.3941142857143","36.0545857142857","1.12412142857143","29","26","44","0.628571428571429","0.221428571428571","0.84","2.21428571428571","","","2114.16166666667","2344.15333333333","35.717625","0.305"
"KAI20150408","Kangaroo Island","KAI","136.44733","-35.83217",2015-04-09,"1.01138","","","2015","4","9","07:11:00","292.1004","231.9829","0.667958246060378","","27","2.01018846541274","0.609917464710493","5767770.72946349","61112.76","0.0962919557605044","1029.21524686397","3","0.815890351180971","0.742655402271266","1","0","","2","0.598269588585257","0.863120568566631","18.2249923076923","35.8221692307692","0.987392307692308","39","72","54","0.5875","0.145","0.195","0.85","","","2105.475","2352.37","35.789625","0.154"
"KAI20150629","Kangaroo Island","KAI","136.44733","-35.83217",2015-06-30,"0.43496","","","2015","6","30","07:35:00","734.1395","680.3875","0.808253408535577","","26","2.58047386529964","0.792018847565107","13934679.9057086","320695.01","0.0355940355940356","342.83740786665","6","1.44213624500455","0.804871563271754","4","1.0064766375139","0.726019426855954","1","0","","16.3613692307692","35.8018307692308","2.14585384615385","86","12","25","0.9375","0.135","0.1375","0.55","","","2108.57833333333","2362.30333333333","35.92075","0.4365"
"KAI20150909","Kangaroo Island","KAI","136.44733","-35.83217",2015-09-09,"15.80734","","","2015","9","9","12:50:00","712.5689","498.6212","0.757979175374011","","22","2.37444801584239","0.768170625823218","3279275.95215364","116666.66","0.0650404933573509","334.174739622395","11","2.20148846464501","0.918091999103802","8","1.8903487780521","0.909065602548757","1","0","","14.7408","34.9912266666667","141.216766666667","86","11","54","1","0.18","0.18875","0.1875","","","2118.055","2365.075","36.015","0.311"
"KAI20151116","Kangaroo Island","KAI","136.44733","-35.83217",2015-11-17,"6.52097","","","2015","11","17","09:50:00","3172.0772","1959.1203","0.50592615011952","","12","2.26727866274878","0.912420055273388","28637395.4546488","603022.4","0.146409035726347","1194.37648760725","12","1.31273867815744","0.528284906907644","7","0.967612019576336","0.497254212917326","4","0.80084899195041","0.577690434593891","15.7105076923077","35.8901846153846","1.34392307692308","45","45","28","0.9625","0.28375","0.06","1.8","","","2119.45666666667","2350.37333333333","35.746375","0.1815"
"KAI20160223","Kangaroo Island","KAI","136.44733","-35.83217",2016-02-24,"14.23721","","","2016","2","24","07:55:00","910.9553","649.2678","0.777657825476637","","16","1.97878215749084","0.713694801402899","3696488.83757371","43351.13","0.111788473213725","758.721388245835","8","1.92376460783264","0.925135219852619","4","1.32087082746681","0.952806896220633","3","0.815838959718271","0.742608623746003","18.9586846153846","35.7738846153846","0.638407692307692","25","26","","2","0.32625","0.23875","3.3","","","2110.61666666667","2332.69833333333","35.466375","0.241333333333333"
"KAI20160525","Kangaroo Island","KAI","136.44733","-35.83217",2016-05-26,"7.49427","","11.5","2016","5","26","07:35:00","1683.287","1563.0522","0.651583647686238","","14","2.01333760815046","0.76290029229641","9055067.09180976","111050","0.0362694300518135","1146.29030703868","10","1.66813141138271","0.724460267052995","2","0.673011667009257","0.970950594454669","4","1.33217904021012","0.960964047443681","17.6198857142857","35.8856285714286","1.99674285714286","67","13","12","0.575","0.13125","0.16125","0.4","0.187142857142857","","2110.22","2359.155","35.92525","0.381"
"KAI20160915","Kangaroo Island","KAI","136.44733","-35.83217",2016-09-15,"17.11931","","","2016","9","15","11:18:00","2747.7186","1283.6833","0.633897915085442","","20","2.34327837402795","0.782205537762557","3508320.34603563","127050.5","0.0673200745564344","357.207155948533","9","1.6005562483317","0.728444540827101","2","0.450578911681273","0.650047961411719","6","1.72133103989287","0.96069314517672","14.8244785714286","35.9776428571429","0.774807142857143","88","17","39","1.425","0.13375","0.16","0.3125","","","2122.09166666667","2364.49333333333","36.01775","0.2285"
"KAI20161118","Kangaroo Island","KAI","136.44733","-35.83217",2016-11-18,"11.22427","","0","2016","11","18","12:45:00","1754.0131","1619.6331","0.694836140049249","","19","2.58408535115029","0.877615521813881","7459567.58783027","454150","0.0010482180293501","124.986793093462","4","1.38629436111989","1","","","","1","0","","15.3650857142857","35.8056142857143","0.943385714285714","94","30","36","0.7875","0.15","0.108333333333333","0.466666666666667","0.27","","2114.71833333333","2361.555","35.845625","0.343666666666667"
"KAI20170315","Kangaroo Island","KAI","136.44733","-35.83217",2017-03-15,"33.89914","","0","2017","3","15","12:27:00","1113.9395","922.9785","0.688543813859153","","23","2.5094316147307","0.800330487609294","2503140.63789119","106600","0.0880681818181818","194.63472030991","7","1.15675097130862","0.594452406690096","3","0.545969299888879","0.496962673292849","3","0.867563228481461","0.789690082142847","19.2333846153846","35.7430538461538","0.551792307692308","15","35","63","0.7625","0.25375","0.105","4.225","0.1375","","2115.695","2345.17833333333","35.659","0.1415"
"KAI20170518","Kangaroo Island","KAI","136.44733","-35.83217",2017-05-18,"5.59445","","","2017","5","18","11:15:00","2355.1874","2128.8631","0.663754101895984","","13","2.03893042872982","0.79492034522962","1161505.78462626","26173.25","0.352935584681013","637.796339151988","6","1.67696180824339","0.935930205501233","2","0.672998559949032","0.970931684963882","2","0.693147180559945","1","17.7866142857143","35.9302285714286","1.80649285714286","80","85","28","0.6","0.095","0.0983333333333333","1.5","0.135","","2108.88","2363.43666666667","35.90825","0.3765"
"KAI20170908","Kangaroo Island","KAI","136.44733","-35.83217",2017-09-08,"8.16535","","","2017","9","8","15:00:00","2641.6291","2203.1259","0.696235962502188","","23","2.54623734828837","0.812068902998704","4135393.12040395","81778.93","0.563832047015507","708.838606558612","16","2.50528230888831","0.903589590765003","7","1.69967972286625","0.873462592140442","6","1.69574253416963","0.946411928215015","14.9671076923077","36.0139","1.57287692307692","85","11","36","0.825","0.1125","0.112","0.133333333333333","","","2116.96","2366.67833333333","36.0195","0.402"
"KAI20171129","Kangaroo Island","KAI","136.44733","-35.83217",2017-11-29,"7.44041","","","2017","11","29","14:50:00","3847.5135","3444.3734","0.570585206586487","","15","2.16767809229759","0.800457130157823","15376514.9919563","84803.13","0.877768065989538","3280.8022779808","13","2.12152491363354","0.827121559909924","10","2.01329361223581","0.874362306245079","2","0.387133284612918","0.558515269874113","17.0341153846154","35.7946307692308","5.7113","13","29","37","0.7375","0.22","0.165","2.28","0.14","","2108.86333333333","2353.76666666667","35.73925","0.203"
"KAI20180307","Kangaroo Island","KAI","136.44733","-35.83217",2018-03-07,"15.54919","","","2018","3","7","12:20:00","5078.1531","2532.0039","0.648659230738152","","13","1.74155436392998","0.678981968538183","12239369.451839","188109.07","0.672995543137348","1356.50768393095","24","2.37549575015109","0.747468695296143","13","1.97674211914957","0.770674911533498","8","1.84987695835975","0.889602771360125","19.0160428571429","35.86405","0.58175","14","25","45","0.6875","0.23125","0.2325","2.1","0.183333333333333","","2112.48666666667","2354.06833333333","35.765375","0.241"
"KAI20180515","Kangaroo Island","KAI","136.44733","-35.83217",2018-05-16,"4.44161","","","2018","5","16","08:15:00","1340.264","1209.4205","0.653830250520807","","20","1.83758009665232","0.61339930569707","4900847.87346643","45201.99","0.186914902081972","1944.06623692929","13","2.16214451864839","0.842957975898679","9","1.81408348946111","0.825624976241797","3","1.09861228866811","1","18.5226692307692","36.0337538461539","1.36020769230769","108","19","","0.525","0.0925","0.176666666666667","0.45","0.20375","","2108.26166666667","2370.235","36.04675","0.42"
"KAI20180820","Kangaroo Island","KAI","136.44733","-35.83217",2018-08-21,"21.02694","","","2018","8","21","08:00:00","2829.054","2623.9476","0.745094338583591","","17","2.18986869335203","0.772927565778323","7048744.69698706","93848.05","0.504630132458149","1368.02332329583","14","0.979330109217606","0.371090880909503","7","0.613372538665323","0.315211130875235","5","1.56071040904141","0.969723899868247","15.0171714285714","36.0130285714286","0.201892857142857","102","11","103","0.7375","0.13875","0.0714285714285714","0.2","0.116666666666667","","2117.67833333333","2372.89333333333","36.09","0.409"
"KAI20181204","Kangaroo Island","KAI","136.44733","-35.83217",2018-12-04,"10.77869","","","2018","12","4","15:39:00","4993.2804","2270.3158","0.805062248608762","","19","2.49445434606981","0.847174746605203","1159098.69814595","23248.72","","404.895180954023","4","1.38629436111989","1","","","","2","0.693147180559945","1","16.3198714285714","35.6208857142857","0.0391428571428571","32","12","53","0.3125","0.14625","0.9625","0.2","","","2105.41833333333","2357.65166666667","35.764875","0.161"
"KAI20190320","Kangaroo Island","KAI","136.44733","-35.83217",2019-03-20,"12.09774","","","2019","3","20","13:40:00","5092.297","2524.9308","0.595840360456611","","19","1.52665709087198","0.518488276263811","11954895.5847092","355833.31","0.32683521982859","343.467093245465","21","1.88351385091467","0.618656583895335","11","1.47019351655682","0.613118318066112","6","1.4844145345204","0.828467525922959","19.1538","35.8235230769231","0.0395153846153846","12","13","51","0.76","0.18","0.6475","2.63333333333333","0.256666666666667","","2118.22666666667","2354.29833333333","35.7815714285714","0.13"
"KAI20190514","Kangaroo Island","KAI","136.44733","-35.83217",2019-05-14,"6.5245","","","2019","5","14","15:35:00","2722.9644","2475.4223","0.591871369382105","","16","1.99519386516948","0.719614073723022","","221753.94","0.86363457091648","1068.37667242365","14","1.5859981097932","0.600971449917087","9","1.17390206268534","0.534265852837175","2","0.636514168294813","0.918295834054489","18.2522615384615","35.9773","0.235461538461538","91","38","28","0.4","0.085","0.15625","0.325","0.128571428571429","","2109.78","2371.84833333333","36.0505","0.386"
"KAI20190909","Kangaroo Island","KAI","136.44733","-35.83217",2019-09-10,"1.20234","","","2019","9","10","07:50:00","3285.239","1937.9019","0.66798357517478","","19","2.05080316034419","0.696500479328923","7689020.77691555","159445","0.228491596405501","484.560568495787","18","2.23106252284346","0.771894659138034","5","1.07693135932942","0.669135075674142","9","1.97986618029453","0.901075930387961","14.5055928571429","35.9215785714286","11.2068714285714","106","11","","0.7125","0.1325","0.08","0.15","","","2125.925","2370.27666666667","36.094375","0.663"
"KAI20191127","Kangaroo Island","KAI","136.44733","-35.83217",2019-11-27,"9.37477","","","2019","11","27","14:25:00","514.8875","315.4392","0.591824052375498","","19","1.64853462816947","0.559880724251303","","111280","0.918367346938776","3042.76452381891","17","1.58000576205805","0.557672709459997","10","1.51929058196249","0.659819516153888","6","1.66746193342929","0.930628224416578","16.4602846153846","35.8158384615385","0.0298153846153846","54","59","76","0.6125","0.1275","0.2375","0.3","","","2115.51","2360.64333333333","35.86475","0.118"
"KAI20200204","Kangaroo Island","KAI","136.44733","-35.83217",2020-02-04,"12.02701","","","2020","2","4","14:25:00","4639.6486","3041.2331","0.681639510466988","","18","1.95772307240599","0.677325699387186","15624057.8785436","141480.56","0.90429188751132","2454.8802209601","20","1.40801452276988","0.470006794398713","13","1.13879263297635","0.443982501901472","7","1.66743701107808","0.856893115998998","19.3680857142857","36.20585","1.57029285714286","38","57","","0.4875","0.13125","0.12","1.4","0.385","","2134.025","2384.79333333333","36.27525","0.175"
"KAI20200527","Kangaroo Island","KAI","136.44733","-35.83217",2020-05-28,"3.97482","","","2020","5","28","08:30:00","3451.4456","3119.0319","0.531417155432107","","14","1.71429387105433","0.649585687971489","3627712.6854689","78150","0.00862068965517241","395.287858330668","3","1.09861228866811","1","1","0","","2","0.693147180559945","1","17.4498307692308","35.8987307692308","0.356446153846154","106","18","58","0.325","0.12875","0.1","0.3","0.14","","2107.54","2365.12","","0.54"
"KAI20201123","Kangaroo Island","KAI","136.44733","-35.83217",2020-11-24,"13.57592","10.31543","","2020","11","24","06:55:00","5284.2707","503.1682","0.67692854298026","","17","2.21100865116182","0.780389043345531","21135644.8594964","111440.91","0.25505690591272","5893.15701844272","11","2.06184640436102","0.85985673676016","9","1.92145867500472","0.87449352916586","1","0","","15.6641615384615","35.6508307692308","1.00240769230769","48","11","61","0.4","0.17125","0.2375","0.2","","","","","35.857875","0.14"
"KAI20210202","Kangaroo Island","KAI","136.44733","-35.83217",2021-02-03,"14.80656","11.60265","","2021","2","3","06:55:00","5134.7333","905.297","0.661601518065342","","14","2.29696690783595","0.870374008953727","96329581.8539041","279386.06","0.962941853135561","10843.3938134189","22","1.61167691278564","0.521402386769101","13","1.54185724752669","0.601125805092943","8","1.80748732482592","0.869217666665336","15.6641615384615","35.6508307692308","1.00240769230769","48","11","61","1.05","0.40875","0.21","3.175","0.272","","","","35.592","0.488"
"KAI20210505","Kangaroo Island","KAI","136.44733","-35.83217",2021-05-06,"6.43393","5.28643","","2021","5","6","07:25:00","","","","","","","","","","","","","","","","","","","","","15.6641615384615","35.6508307692308","1.00240769230769","48","11","61","0.6375","0.135","0.20125","0.683333333333333","0.296666666666667","","","","36.003","0.251"
"KAI20210914","Kangaroo Island","KAI","136.44733","-35.83217",2021-09-14,"13.38496","","","2021","9","14","14:15:00","","","","","","","","","","","","","","","","","","","","","15.6641615384615","35.6508307692308","1.00240769230769","48","11","61","","","","","","","","","",""
"MAI20090421","Maria Island","MAI","148.23333","-42.59667",2009-04-21,"3.13848","","15.2","2009","4","21","11:45:00","22.2202","19.4191","0.643784263946321","","17","2.31706298409925","0.817821569618188","15469036.9195821","380133","0.0317321506652508","412.617047428137","4","0.953160638419578","0.687560063109242","3","0.787489900970187","0.716804198435548","1","0","","15.8296076923077","35.5031615384615","0.219969230769231","46","43","30","0.588888888888889","0.214444444444444","0.158888888888889","1.92222222222222","","","2076.78","2329.25166666667","35.3667777777778","0.691"
"MAI20090506","Maria Island","MAI","148.23333","-42.59667",2009-05-06,"4.04466","","9","2009","5","6","11:20:00","1017.4283","904.7081","0.652956167851266","","13","2.31844928971607","0.90389671163355","9472233.68224589","183073","0.18689539533084","539.088900602492","7","1.24385477805984","0.639214908593647","6","1.50391511956864","0.839351009662348","","","","15.8296076923077","35.5031615384615","0.219969230769231","46","43","30","0.644444444444444","0.23","0.0666666666666667","2.48888888888889","","254.8","2076.60833333333","2326.49333333333","35.4026666666667","0.56"
"MAI20090601","Maria Island","MAI","148.23333","-42.59667",2009-06-01,"36.12348","","17","2009","6","1","11:20:00","1036.5834","939.3346","0.749729447845315","","11","1.62627918199855","0.678211096392322","10750320.8495598","355035","0.90540993497352","333.667001056234","3","0.193226883808415","0.175882689281285","3","0.193226883808415","0.175882689281285","","","","13.6702384615385","35.2243846153846","0.338984615384615","20","13","61","1.15555555555556","0.341111111111111","0.135555555555556","3.67777777777778","","","2090.94166666667","2319.83666666667","35.2583333333333","0.527"
"MAI20090716","Maria Island","MAI","148.23333","-42.59667",2009-07-16,"2.15273","","20","2009","7","16","11:36:00","35.0094","29.8819","1.2761558334644","","14","2.05546548702628","0.778863522197884","7816218.18979687","250415","0.357551629758646","350.115725815147","4","0.655042959468191","0.472513614596995","3","0.621386371699094","0.56561025041184","1","0","","13.2022461538462","35.2079846153846","0.207361538461538","76","66","21","0.911111111111111","0.308888888888889","0.0988888888888889","3.02222222222222","","","2093.73333333333","2320.00333333333","35.2145555555556","0.246"
"MAI20090820","Maria Island","MAI","148.23333","-42.59667",2009-08-20,"1.94055","","19","2009","8","20","11:30:00","63.6543","33.9743","1.03784503286308","","17","2.20109966507371","0.776891606024439","16660314.5384637","214936","0.507043455989072","1144.29103277255","16","1.53222419920379","0.552633063430344","14","1.30692006108039","0.495222307759007","1","0","","12.7985230769231","35.2438307692308","0.194476923076923","83","12","23","1.1","0.373333333333333","0.0733333333333333","3.46666666666667","","286.95","2093.64666666667","2322.53666666667","35.2481111111111","0.359"
"MAI20090907","Maria Island","MAI","148.23333","-42.59667",2009-09-07,"0.50834","","17","2009","9","7","11:25:00","52.0965","15.9476","0.859633236349043","","10","1.85592344540318","0.806017311173474","12815721.6364828","264407","0.548733786287832","865.522317185248","14","2.27345821209283","0.861466019165362","13","2.23111699375804","0.869848360657741","","","","12.4581307692308","35.1925923076923","0.336338461538462","80","11","28","0.977777777777778","0.295555555555556","0.08","3.15555555555556","","296.85","2097.67","2319.935","35.204","0.381"
"MAI20091013","Maria Island","MAI","148.23333","-42.59667",2009-10-13,"10.30836","","11","2009","10","13","11:00:00","727.8928","629.1703","1.12079652996971","","22","2.3482602613247","0.75969848255348","223901533.690217","573528","0.975352480417755","15145.0140931044","14","0.80435581888008","0.304789066100866","14","0.80435581888008","0.304789066100866","","","","12.3910846153846","35.0607769230769","0.6945","46","11","16","0.311111111111111","0.334444444444444","0.382222222222222","1.97777777777778","","277.657142857143","2085.07833333333","2313.11333333333","35.0837777777778","2.342"
"MAI20091111","Maria Island","MAI","148.23333","-42.59667",2009-11-11,"32.52086","","19","2009","11","11","11:30:00","689.5826","539.2889","1.07504100585048","","22","2.59316212072692","0.838928018574943","18650801.6593684","437951","0.780503267336389","807.041722818306","8","0.848087125601434","0.407843696782322","8","0.848087125601434","0.407843696782322","","","","14.6203230769231","35.1540384615385","0.115738461538462","15","30","25","0.711111111111111","0.453333333333333","0.0977777777777778","2.1","","265.644444444444","2083.76166666667","2313.83666666667","35.1016666666667","0.521"
"MAI20091207","Maria Island","MAI","148.23333","-42.59667",2009-12-07,"57.09827","","14","2009","12","7","11:10:00","354.2379","206.1546","0.680685677156852","","17","2.53668067388616","0.89533697813751","59203423.5273089","387280","0.973684210526316","3801.24181548234","13","1.34823688209229","0.525638792115024","13","1.34823688209229","0.525638792115024","","","","14.7028692307692","35.1373307692308","0.446538461538462","31","11","31","0.655555555555556","0.234444444444444","0.0777777777777778","2.22222222222222","","","2084.80666666667","2316.41","35.1684444444444","1.176"
"MAI20100120","Maria Island","MAI","148.23333","-42.59667",2010-01-21,"7.67381","","11.5","2010","1","21","10:50:00","864.9246","780.9371","0.931481254380154","","18","1.24420250953681","0.430464526280326","56105631.2961354","319166","0.433817903596021","5416.57872649342","8","1.40590472388545","0.676097257703969","6","1.21882272849717","0.680237916656457","1","0","","17.3744","35.5454076923077","0.235561538461538","22","19","26","0.322222222222222","0.125555555555556","0.0811111111111111","0.177777777777778","","","2062.766","2321.65833333333","35.3502222222222","0.807"
"MAI20100330","Maria Island","MAI","148.23333","-42.59667",2010-03-30,"7.06379","","18","2010","3","30","11:40:00","331.5303","258.2778","0.955697171804933","","20","1.9322843048182","0.645012347023199","18003082.4095274","348161","0.98502294924481","996.504280376033","14","0.425714480383388","0.161313085398358","13","0.415525286456066","0.162001360864021","","","","17.9322769230769","35.7054538461538","0.2708","35","21","24","1.5","0.353333333333333","0.0533333333333333","3.37777777777778","","228.411111111111","2080.81666666667","2325.11833333333","35.4168888888889","0.71"
"MAI20100505","Maria Island","MAI","148.23333","-42.59667",2010-05-05,"8.77006","","36","2010","5","5","11:30:00","688.3191","483.7177","0.863394325864032","","19","2.07718368068914","0.705459917962769","23989813.2948383","404882","0.779406474820144","1307.36351149224","11","1.71436667444828","0.714946434023198","11","1.71436667444828","0.714946434023198","","","","16.0552923076923","35.5050076923077","0.304992307692308","18","14","18","1.23333333333333","0.251111111111111","0.251111111111111","1.51111111111111","","243.377777777778","2074.78","2331.70166666667","35.5157777777778","0.521"
"MAI20100527","Maria Island","MAI","148.23333","-42.59667",2010-05-27,"4.16401","","26","2010","5","27","11:30:00","558.7385","419.0539","0.957858967545702","","18","2.36000630429478","0.816506145912724","9688152.29104113","308221","0.230656934306569","429.429794368327","5","1.28241758445577","0.796810845915922","5","1.28241758445577","0.796810845915922","","","","15.1417692307692","35.4644153846154","0.110692307692308","64","29","33","1","0.292222222222222","0.0822222222222222","3.58888888888889","","233.222222222222","2078.75666666667","2330.55666666667","35.467","0.2"
"MAI20100615","Maria Island","MAI","148.23333","-42.59667",2010-06-15,"2.14389","","21","2010","6","15","11:10:00","251.0782","198.4755","0.933929681497213","","23","2.46344096225358","0.785662735315742","7664713.12803955","301798","0.122157716497339","262.688998701118","4","0.974040527341796","0.70262171921044","3","0.822753600846426","0.748902601338896","","","","13.6610692307692","35.2407692307692","0.291107692307692","22","17","17","0.744444444444444","0.235555555555556","0.0344444444444444","2.91111111111111","","256.611111111111","2092.27666666667","2322.28333333333","35.2513333333333","0.361"
"MAI20100722","Maria Island","MAI","148.23333","-42.59667",2010-07-22,"0.49066","","22","2010","7","22","11:10:00","138.2113","105.7951","0.964428669191673","","19","2.34221976002617","0.795472338397464","12558305.0094625","552708","0.337850380545758","236.669727975712","3","0.383545090766421","0.349117786795747","3","0.383545090766421","0.349117786795747","","","","13.1338461538462","35.2252230769231","0.145584615384615","84","37","39","0.755555555555556","0.296666666666667","0.08","3.45555555555556","","","2095.37833333333","2315.44","35.223","0.273"
"MAI20101001","Maria Island","MAI","148.23333","-42.59667",2010-10-01,"2.71854","","16","2010","10","1","12:40:00","531.7109","333.4245","0.918825906614541","","12","2.0300581168059","0.81695548481835","9154357.36629201","169487","0.472458575906852","863.065655478001","16","2.02573019499722","0.73062772662538","14","1.94908629472789","0.73855398018657","1","0","","12.4173307692308","35.7519461538462","0.0930538461538462","44","39","23","0.977777777777778","0.383333333333333","0.00888888888888889","4.17777777777778","","272.811111111111","2086.86333333333","2312.97333333333","35.0808888888889","0.36"
"MAI20101027","Maria Island","MAI","148.23333","-42.59667",2010-10-27,"13.44684","","13","2010","10","27","12:50:00","346.5597","210.4112","1.2253217913305","","19","2.46104916289893","0.835829568998454","106221939.27265","370358","0.914150370003697","6997.24065034372","16","0.937358599682276","0.338080650824061","15","0.936739462873153","0.345909194184025","1","0","","12.4233461538462","34.9839384615385","0.706361538461538","33","15","12","0.777777777777778","0.356666666666667","0.714444444444444","3.35555555555556","","275.811111111111","2068.96166666667","2308.09666666667","35.044","0.736"
"MAI20101214","Maria Island","MAI","148.23333","-42.59667",2010-12-14,"26.42513","","11","2010","12","14","11:05:00","612.6675","279.3693","0.980838361623843","","9","1.37640962862509","0.626431017940719","101436316.374086","487805","0.892418331101147","5192.30817623846","18","2.121369067955","0.733943328279369","13","2.04198746291287","0.796112194953344","4","1.08699035532303","0.784097797559337","14.1419153846154","34.9992230769231","0.627369230769231","33","26","20","0.722222222222222","0.333333333333333","0.206666666666667","2.57777777777778","","270.766666666667","","","35.0065555555556","2.719"
"MAI20110118","Maria Island","MAI","148.23333","-42.59667",2011-01-19,"10.45424","","10","2011","1","19","10:30:00","1262.466","1048.5187","0.968946333050617","","17","2.19245283094557","0.773839652966873","14582907.4322681","410544","0.387636098583208","396.150206482131","9","1.14156537352852","0.519548791372287","9","1.14156537352852","0.519548791372287","","","","16.0107769230769","35.0758615384615","0.609730769230769","14","14","18","1.06666666666667","0.324444444444444","0.0255555555555556","2.92222222222222","","","2076.11166666667","2308.59166666667","35.0262222222222","2.752"
"MAI20110223","Maria Island","MAI","148.23333","-42.59667",2011-02-23,"8.83637","","23","2011","2","23","11:15:00","254.9093","160.6076","1.02348618932105","","14","2.14270000233892","0.811918702293328","8026260.1578377","239205","0.349805290721096","405.356139336552","8","1.62535964979588","0.781632768807179","6","1.48643354643589","0.829594357928128","1","0","","17.0836615384615","35.2856769230769","0.2215","42","23","26","0.655555555555556","0.206666666666667","0.0411111111111111","1.08888888888889","","249.375","2064.68","2316.575","35.2351111111111","0.466"
"MAI20110328","Maria Island","MAI","148.23333","-42.59667",2011-03-29,"8.9292","","12","2011","3","29","10:30:00","686.6354","360.9993","1.02800010000019","","18","2.36461853730213","0.81810186902161","28431157.5284891","648148","0.147511565961026","516.970567046415","13","1.8549465072579","0.723190304659148","9","1.66429428052593","0.757452969392695","3","1.03972077083992","0.946394630357186","15.8615538461538","35.3032307692308","0.244515384615385","49","49","26","0.822222222222222","0.23","0.09","2","","","2071.82333333333","2321.93666666667","35.3147777777778","0.701"
"MAI20110407","Maria Island","MAI","148.23333","-42.59667",2011-04-07,"4.26568","","17","2011","4","7","10:30:00","589.6818","362.4731","0.935220501880002","","21","2.61133358776747","0.857715336701582","25820328.0480607","432651","0.54863813229572","1354.19630101398","19","1.55842667891194","0.529277967700701","13","1.44323348483085","0.562675235919349","5","1.41427906512471","0.87874099037829","15.8615538461538","35.3032307692308","0.244515384615385","49","49","26","0.7","0.2475","0.35","2.1875","","255.177777777778","2070.855","2320.772","35.2866666666667","0.404"
"MAI20110531","Maria Island","MAI","148.23333","-42.59667",2011-05-31,"2.0378","","16","2011","5","31","11:38:00","109.037","100.4066","0.955262915983611","","25","2.51941176871594","0.782699273221916","9576516.50594833","307503","0.0946534653465347","323.677231961965","5","1.01981775197241","0.633648396184507","4","0.86668389920813","0.625180281702939","","","","13.5323461538462","35.1131153846154","0.249907692307692","83","55","19","0.711111111111111","0.335555555555556","0.04375","3.66666666666667","","","2085.598","2314.444","35.12825","0.394"
"MAI20110725","Maria Island","MAI","148.23333","-42.59667",2011-07-25,"0.25638","","13","2011","7","25","12:15:00","173.8694","161.3448","0.938984990529599","","24","2.7931816736819","0.878896904454288","10913489.3886154","414410","0.0575147473711208","267.58044156753","5","1.42661224090479","0.886404023344521","4","1.196250621666","0.862912419768939","","","","12.5912076923077","35.2665615384615","0.225807692307692","76","73","25","0.588888888888889","0.334444444444444","0.0144444444444444","3.74444444444444","","265.422222222222","2095.28833333333","2321.63833333333","35.2771111111111","0.551"
