StationCode,SampleDateLocal,SampleDepth_m,Nitrate_umolL,Silicate_umolL,Phosphate_umolL,Salinity_psu,Temperature_degC,SOI
MAI,1972-06-30,10,2.4,,,35.292,13.3,-12
MAI,1972-06-30,20,2.5,,,35.291,13.25,-12
MAI,1972-06-30,30,2.2,4.3,,35.28,13.2,-12
MAI,1972-06-30,40,2.3,,,35.275,13.1,-12
MAI,1972-06-30,50,2.4,,,35.278,13.1,-12
MAI,1972-07-13,0,2.1,2.9,,,12.6,-18.6
MAI,1972-07-13,10,2.5,3.3,,,12.6,-18.6
MAI,1972-07-13,20,2.5,3,,,12.6,-18.6
MAI,1972-07-13,30,2.3,3.3,,,12.6,-18.6
MAI,1972-07-13,40,2.2,3.1,,,12.55,-18.6
MAI,1972-07-13,50,2.2,3.3,,,12.5,-18.6
MAI,1972-08-02,0,1.9,2.4,,35.247,12.4,-8.9
MAI,1972-08-02,10,2.3,2.4,,35.251,12.4,-8.9
MAI,1972-08-02,20,2.1,2.4,,35.251,12.4,-8.9
MAI,1972-08-02,30,2.1,2.2,,35.25,12.35,-8.9
MAI,1972-08-02,40,1.9,2.5,,35.259,12.2,-8.9
MAI,1972-08-02,50,1.9,,,35.271,12.2,-8.9
MAI,1972-08-16,0,2,1.8,,35.121,11.9,-8.9
MAI,1972-08-16,10,1.7,1.5,,35.113,11.9,-8.9
MAI,1972-08-16,20,2,1.7,,35.117,11.9,-8.9
MAI,1972-08-16,30,2,1.5,,35.125,11.9,-8.9
MAI,1972-08-16,40,2.1,1.5,,35.127,11.8,-8.9
MAI,1972-08-16,50,2,1.6,,35.134,11.7,-8.9
MAI,1972-08-29,0,2.7,2.7,,35.116,12.2,-8.9
MAI,1972-08-29,10,2.7,3.1,,35.122,12.14,-8.9
MAI,1972-08-29,20,2.9,2.7,,35.126,11.99,-8.9
MAI,1972-08-29,30,2.7,2.7,,35.132,11.99,-8.9
MAI,1972-08-29,40,2.3,2.7,,35.151,11.99,-8.9
MAI,1972-08-29,50,2.3,2.7,,35.185,11.99,-8.9
MAI,1972-09-18,0,1.3,1.8,,35.222,12.08,-14.8
MAI,1972-09-18,10,1.3,1.6,,35.211,11.98,-14.8
MAI,1972-09-18,20,1.3,1.6,,35.229,11.98,-14.8
MAI,1972-09-18,30,1.3,1.6,,35.238,11.98,-14.8
MAI,1972-09-18,40,1.4,1.8,,35.211,11.98,-14.8
MAI,1972-09-18,50,1.2,1.6,,35.22,11.98,-14.8
MAI,1972-10-02,0,0.6,1.4,,35.219,12.69,-11.1
MAI,1972-10-02,10,0.6,1.3,,35.207,12.38,-11.1
MAI,1972-10-02,20,1.1,1.2,,35.21,12.07,-11.1
MAI,1972-10-02,30,1.6,1.7,,35.203,11.97,-11.1
MAI,1972-10-02,40,1.7,1.4,,35.2,11.97,-11.1
MAI,1972-10-02,50,1.4,1.4,,,11.97,-11.1
MAI,1972-10-17,0,0.2,1.5,,35.134,12.91,-11.1
MAI,1972-10-17,10,0.9,1.6,,35.115,12.19,-11.1
MAI,1972-10-17,20,1.5,1.7,,35.08,12.08,-11.1
MAI,1972-10-17,30,2.1,1.7,,35.124,12.09,-11.1
MAI,1972-10-17,40,2,1.7,,35.124,12.09,-11.1
MAI,1972-10-17,50,2,1.8,,35.147,12.09,-11.1
MAI,1972-10-31,0,0.3,1.1,,35.145,13.08,-11.1
MAI,1972-10-31,10,0.5,1.1,,35.105,13.08,-11.1
MAI,1972-10-31,20,1.1,1.4,,35.08,13.08,-11.1
MAI,1972-10-31,30,1.6,1.3,,35.102,13.08,-11.1
MAI,1972-10-31,40,2.8,1.3,,35.106,12.18,-11.1
MAI,1972-10-31,50,2.4,1.5,,35.106,12.18,-11.1
MAI,1972-11-13,0,2.3,1.4,,35.113,12.18,-3.4
MAI,1972-11-13,10,2,1.2,,35.125,12.18,-3.4
MAI,1972-11-13,20,2,1.2,,35.105,12.18,-3.4
MAI,1972-11-13,30,2,1.2,,35.108,12.18,-3.4
MAI,1972-11-13,40,1.8,1.1,,35.141,12.18,-3.4
MAI,1972-11-13,50,2.7,1.5,,35.116,12.18,-3.4
MAI,1972-11-28,0,0.4,1.1,,35.105,17.53,-3.4
MAI,1972-11-28,10,0.2,0.9,,35.096,17.53,-3.4
MAI,1972-11-28,20,0.2,0.9,,35.117,17.53,-3.4
MAI,1972-11-28,30,0.3,0.9,,35.114,17.53,-3.4
MAI,1972-11-28,40,0.7,1,,35.096,,-3.4
MAI,1972-11-28,50,1.9,1.5,,35.103,,-3.4
MAI,1972-12-12,0,0.4,1.6,,35.282,17.53,-12.1
MAI,1972-12-12,10,0.2,0.9,,35.228,17.53,-12.1
MAI,1972-12-12,20,0.3,0.3,,35.2,17.53,-12.1
MAI,1972-12-12,30,0.5,0.8,,35.222,17.53,-12.1
MAI,1972-12-12,40,1.8,1.1,,35.173,,-12.1
MAI,1972-12-12,50,2.4,1.4,,35.183,,-12.1
MAI,1972-12-30,0,0.5,0.5,,35.31,17.53,-12.1
MAI,1972-12-30,10,0.3,0.6,,35.335,17.53,-12.1
MAI,1972-12-30,20,0.3,0.6,,35.323,17.53,-12.1
MAI,1972-12-30,30,0.5,1.2,,35.329,17.53,-12.1
MAI,1972-12-30,40,0.5,1.1,,35.313,,-12.1
MAI,1972-12-30,50,0.5,0.5,,35.305,,-12.1
MAI,1973-01-14,0,1.3,0.2,,35.17,14.44,-3
MAI,1973-01-14,10,0.7,0.6,,35.163,14.44,-3
MAI,1973-01-14,20,0.7,0.2,,35.157,14.34,-3
MAI,1973-01-14,30,0.9,0,,35.157,14.24,-3
MAI,1973-01-14,40,0.8,0,,35.162,14.29,-3
MAI,1973-01-14,50,0.9,0,,35.166,14.34,-3
MAI,1973-01-31,0,0.6,0.3,,35.167,15.93,-3
MAI,1973-01-31,10,0.1,0,,35.162,15.93,-3
MAI,1973-01-31,20,0.2,0,,35.161,15.93,-3
MAI,1973-01-31,30,0.5,0,,35.127,15.32,-3
MAI,1973-01-31,40,1.4,0.3,,35.092,14.29,-3
MAI,1973-01-31,50,1.7,0.3,,35.094,14.29,-3
MAI,1973-02-14,0,0.1,0.9,,35.192,16.92,-13.5
MAI,1973-02-14,10,0.2,1.1,,35.191,16.62,-13.5
MAI,1973-02-14,20,0.4,1.3,,35.126,16.01,-13.5
MAI,1973-02-14,30,0.4,0.8,,35.078,15.41,-13.5
MAI,1973-02-14,40,0.8,1.1,,35.096,14.95,-13.5
MAI,1973-02-14,50,1.8,1.5,,35.076,14.33,-13.5
MAI,1973-02-27,0,0,1,,35.13,17.27,-13.5
MAI,1973-02-27,10,0.4,,,35.164,17.27,-13.5
MAI,1973-02-27,20,0.2,1.3,,35.134,17.27,-13.5
MAI,1973-02-27,30,0.1,1.1,,35.134,17.17,-13.5
MAI,1973-02-27,40,0.2,1.1,,35.115,15.8,-13.5
MAI,1973-02-27,50,0.4,1.1,,35.099,15.6,-13.5
MAI,1973-03-13,0,0,1.3,,35.38,17.58,0.8
MAI,1973-03-13,10,0.2,1.2,,35.297,17.03,0.8
MAI,1973-03-13,20,0.3,1.3,,35.296,16.98,0.8
MAI,1973-03-13,30,1,1.4,,35.219,16.27,0.8
MAI,1973-03-13,40,1,1.9,,35.222,16.32,0.8
MAI,1973-03-13,50,1.5,1.6,,35.207,16.11,0.8
MAI,1973-03-26,0,0.1,1.2,,35.347,17.02,0.8
MAI,1973-03-26,10,0.1,1.2,,35.346,16.81,0.8
MAI,1973-03-26,20,0.1,1.1,,35.342,16.72,0.8
MAI,1973-03-26,30,0.4,1.3,,35.335,16.42,0.8
MAI,1973-03-26,40,0.4,1.3,,35.266,16.31,0.8
MAI,1973-03-26,50,0.6,1.4,,35.263,16.31,0.8
MAI,1973-04-11,0,0.7,1.5,,35.4,16.33,-2.1
MAI,1973-04-11,10,0.8,1.5,,35.421,16.07,-2.1
MAI,1973-04-11,20,0.9,1.3,,35.393,16.02,-2.1
MAI,1973-04-11,30,1,1.3,,35.393,16.02,-2.1
MAI,1973-04-11,40,1.4,1.4,,35.392,15.97,-2.1
MAI,1973-04-11,50,1.5,1.3,,35.43,15.82,-2.1
MAI,1973-04-27,0,0.2,0.6,,35.215,15.73,-2.1
MAI,1973-04-27,10,1.4,0.6,,35.34,15.33,-2.1
MAI,1973-04-27,20,0.6,0.6,,35.327,14.92,-2.1
MAI,1973-04-27,30,0.9,0.9,,35.307,14.82,-2.1
MAI,1973-04-27,40,1.5,1.5,,35.27,14.57,-2.1
MAI,1973-04-27,50,1.5,1.3,,35.25,14.41,-2.1
MAI,1973-05-11,0,1.4,1.7,,35.181,14.11,2.8
MAI,1973-05-11,10,1.5,1.3,,35.192,14.12,2.8
MAI,1973-05-11,20,1.5,1.2,,35.174,14.12,2.8
MAI,1973-05-11,30,1.6,1.1,,35.195,14.11,2.8
MAI,1973-05-11,40,1.3,0.9,,35.192,14.11,2.8
MAI,1973-05-11,50,1.6,1.3,,35.226,14.12,2.8
MAI,1973-05-24,0,1.6,1.3,,35.201,13.78,2.8
MAI,1973-05-24,10,1.6,0.9,,35.19,13.77,2.8
MAI,1973-05-24,20,1.6,1,,35.184,13.71,2.8
MAI,1973-05-24,30,1.5,1,,35.184,13.71,2.8
MAI,1973-05-24,40,1.6,1,,35.189,13.61,2.8
MAI,1973-05-24,50,1.5,1.3,,35.221,13.56,2.8
MAI,1973-06-11,0,1.6,1.9,,35.227,13.23,12.3
MAI,1973-06-11,10,1.6,1.4,,35.224,13.23,12.3
MAI,1973-06-11,20,1.5,0.6,,35.222,13.03,12.3
MAI,1973-06-11,30,1.8,0.5,,35.221,12.93,12.3
MAI,1973-06-11,40,1.6,0.6,,35.23,12.77,12.3
MAI,1973-06-11,50,1.6,1.2,,35.236,12.72,12.3
MAI,1973-06-27,0,1.9,1.3,,35.238,12.27,12.3
MAI,1973-06-27,10,1.8,1.5,,35.242,12.27,12.3
MAI,1973-06-27,20,1.9,1.5,,35.261,12.21,12.3
MAI,1973-06-27,30,1.8,1.3,,35.25,12.22,12.3
MAI,1973-06-27,40,1.9,1.5,,35.244,12.22,12.3
MAI,1973-06-27,50,1.8,1.7,,35.242,12.22,12.3
MAI,1973-07-11,0,1.8,1.4,,35.165,12.48,6.1
MAI,1973-07-11,10,1.9,1.7,,35.176,12.48,6.1
MAI,1973-07-11,20,2.1,1.4,,35.167,12.48,6.1
MAI,1973-07-11,30,2,1.4,,35.175,12.42,6.1
MAI,1973-07-11,40,1.9,1.5,,35.171,12.42,6.1
MAI,1973-07-11,50,2.1,1.6,,35.226,12.37,6.1
MAI,1973-07-25,0,2,1.3,,35.162,12.23,6.1
MAI,1973-07-25,10,2,1.4,,35.17,12.23,6.1
MAI,1973-07-25,20,1.9,1.4,,35.163,12.23,6.1
MAI,1973-07-25,30,2.1,1.4,,35.154,12.23,6.1
MAI,1973-07-25,40,2,1.5,,35.165,12.17,6.1
MAI,1973-07-25,50,2,1.5,,35.164,12.12,6.1
MAI,1973-08-07,0,1.9,1.7,,35.181,11.97,12.3
MAI,1973-08-07,10,2,1.5,,35.182,11.97,12.3
MAI,1973-08-07,20,2.8,1.4,,35.179,11.97,12.3
MAI,1973-08-07,30,2.7,1.5,,35.181,11.87,12.3
MAI,1973-08-07,40,2.1,1.9,,35.181,11.82,12.3
MAI,1973-08-07,50,1.9,1.7,,35.181,11.82,12.3
MAI,1973-08-21,0,1.9,2,,35.221,11.79,12.3
MAI,1973-08-21,10,2.2,1.5,,35.221,11.74,12.3
MAI,1973-08-21,20,1.9,1.6,,35.211,11.58,12.3
MAI,1973-08-21,30,1.5,2.2,,35.2,11.43,12.3
MAI,1973-08-21,40,1.8,2,,35.194,11.43,12.3
MAI,1973-08-21,50,1.8,1.8,,35.249,11.43,12.3
MAI,1973-09-04,0,8.9,1.7,,35.267,11.97,13.5
MAI,1973-09-04,10,2.8,1.7,,35.248,11.97,13.5
MAI,1973-09-04,20,2.1,1.3,,35.224,11.97,13.5
MAI,1973-09-04,30,2.5,1.7,,35.229,11.97,13.5
MAI,1973-09-04,40,2.4,1.5,,35.226,11.92,13.5
MAI,1973-09-04,50,2.7,1.3,,35.256,11.92,13.5
MAI,1973-09-18,0,0.7,1,,35.263,12.28,13.5
MAI,1973-09-18,10,0.3,,,35.251,12.12,13.5
MAI,1973-09-18,20,1.3,1.3,,35.226,12.07,13.5
MAI,1973-09-18,30,0.6,,,35.223,12.02,13.5
MAI,1973-09-18,40,0.4,,,35.226,11.97,13.5
MAI,1973-09-18,50,0.7,1,,35.222,11.97,13.5
MAI,1973-10-03,0,0,1,,35.256,12.63,9.7
MAI,1973-10-03,10,1,1,,35.253,12.23,9.7
MAI,1973-10-03,20,0.6,1.1,,35.247,12.13,9.7
MAI,1973-10-03,30,0.3,1.2,,35.244,12.07,9.7
MAI,1973-10-03,40,0.2,1.2,,35.247,12.07,9.7
MAI,1973-10-03,50,0.4,1.4,,35.269,12.02,9.7
MAI,1973-10-23,0,0.8,2.4,,35.067,12.93,9.7
MAI,1973-10-23,10,0.7,2.6,,35.076,12.93,9.7
MAI,1973-10-23,20,0.7,1.9,,35.075,12.88,9.7
MAI,1973-10-23,30,0.8,2,,35.079,12.88,9.7
MAI,1973-10-23,40,0.7,2,,35.153,12.78,9.7
MAI,1973-10-23,50,2.1,2,,35.196,12.42,9.7
MAI,1973-11-07,0,0.2,2.1,,35.096,14.03,
MAI,1973-11-07,10,0.3,1.8,,35.086,13.28,
MAI,1973-11-07,20,0.3,2.5,,35.094,13.28,
MAI,1973-11-07,30,0.2,2.1,,35.085,13.23,
MAI,1973-11-07,40,0.3,2.2,,35.086,13.17,
MAI,1973-11-07,50,0.4,2,,35.078,13.17,
MAI,1973-11-27,0,0.8,2.6,,35.073,14.29,
MAI,1973-11-27,10,0.3,2.7,,35.068,14.24,
MAI,1973-11-27,20,0.2,2.4,,35.069,14.2,
MAI,1973-11-27,30,0.8,2.9,,35.101,13.58,
MAI,1973-11-27,40,0.8,2.7,,35.115,13.53,
MAI,1973-11-27,50,2,3.1,,35.136,13.12,
MAI,1973-12-11,0,0.3,1.2,,35.178,16.38,16.9
MAI,1973-12-11,10,0.2,1.3,,35.173,15.47,16.9
MAI,1973-12-11,20,0.2,1.4,,35.151,14.44,16.9
MAI,1973-12-11,30,1.1,1.9,,,13.68,16.9
MAI,1973-12-11,40,2.2,2,,35.151,13.23,16.9
MAI,1973-12-11,50,2.8,2.5,,35.195,13.18,16.9
MAI,1973-12-27,0,0.2,1.6,,35.211,15.68,16.9
MAI,1973-12-27,10,0.2,1.5,,35.236,15.59,16.9
MAI,1973-12-27,20,0.3,1.9,,35.269,15.44,16.9
MAI,1973-12-27,30,0.3,1.8,,35.25,15.34,16.9
MAI,1973-12-27,40,1,1.6,,35.18,14.47,16.9
MAI,1973-12-27,50,0.6,1.9,,35.179,14.51,16.9
MAI,1974-01-10,0,0.2,2.3,,35.176,16.22,
MAI,1974-01-10,10,0.3,2.7,,35.19,15.41,
MAI,1974-01-10,20,0.6,2.7,,35.174,14.9,
MAI,1974-01-10,30,0.4,2.3,,35.185,15.01,
MAI,1974-01-10,40,0.6,2.1,,35.193,14.91,
MAI,1974-01-10,50,2.7,2.6,,35.291,14.19,
MAI,1974-01-23,0,0.2,2.1,,35.256,16.58,
MAI,1974-01-23,10,0.2,1.9,,35.249,16.43,
MAI,1974-01-23,20,0.3,2.3,,35.244,16.22,
MAI,1974-01-23,30,0.2,1.7,,35.23,16.12,
MAI,1974-01-23,40,1.6,2.2,,35.185,14.91,
MAI,1974-01-23,50,2.7,2.5,,35.18,14.6,
MAI,1974-02-07,0,0.3,1.5,,35.526,,16.2
MAI,1974-02-07,10,0.2,1.6,,35.413,18.01,16.2
MAI,1974-02-07,20,0.3,1.4,,35.377,17.71,16.2
MAI,1974-02-07,30,0.5,1.4,,35.286,16.61,16.2
MAI,1974-02-07,40,0.8,1.5,,35.269,16.3,16.2
MAI,1974-02-07,50,3.3,2.8,,35.23,14.99,16.2
MAI,1974-02-24,0,0.3,1.4,,35.426,17.55,16.2
MAI,1974-02-24,10,0.3,1.6,,35.423,17.55,16.2
MAI,1974-02-24,20,0.2,1.4,,35.419,17.55,16.2
MAI,1974-02-24,30,0.5,1.3,,35.416,17.28,16.2
MAI,1974-02-24,40,0.5,2.1,,35.377,17.04,16.2
MAI,1974-02-24,50,1.1,1.8,,35.347,16.63,16.2
MAI,1974-03-13,0,0.2,1.5,,35.392,17.92,20.3
MAI,1974-03-13,10,0.2,1.4,,35.393,17.87,
MAI,1974-03-13,20,0.3,1.9,,35.412,,20.3
MAI,1974-03-13,30,0.3,1.8,,35.403,17.63,
MAI,1974-03-13,40,0.9,3.2,,35.4,,
MAI,1974-03-13,50,0.5,1.5,,35.382,,20.3
MAI,1974-03-27,0,0.2,2,,35.42,17.94,20.3
MAI,1974-03-27,10,0.3,2,,35.414,17.78,
MAI,1974-03-27,20,0.2,1.8,,35.432,17.33,20.3
MAI,1974-03-27,30,0.2,2,,35.387,17.13,
MAI,1974-03-27,40,1.8,2.5,,35.311,16.52,
MAI,1974-03-27,50,2.6,3.3,,35.311,16.42,20.3
MAI,1974-04-09,0,0.6,2,,35.392,16.64,11.1
MAI,1974-04-09,10,0.7,2.3,,35.433,16.69,11.1
MAI,1974-04-09,20,0.6,2,,35.43,16.68,11.1
MAI,1974-04-09,30,0.9,2.7,,35.413,16.59,11.1
MAI,1974-04-09,40,0.8,2.2,,35.403,16.54,11.1
MAI,1974-04-09,50,1.1,2.7,,35.402,16.49,11.1
MAI,1974-04-24,0,1.2,2.6,,35.41,16.42,11.1
MAI,1974-04-24,10,1,2.6,,35.404,16.16,11.1
MAI,1974-04-24,20,0.8,2.3,,35.398,16.11,11.1
MAI,1974-04-24,30,0.8,2.1,,35.398,16.11,11.1
MAI,1974-04-24,40,0.8,2.9,,35.391,16.01,11.1
MAI,1974-04-24,50,0.4,2.1,,35.39,15.8,11.1
MAI,1974-05-08,0,0.4,2.1,,35.358,16.78,10.7
MAI,1974-05-08,10,0.4,2.1,,,16.67,10.7
MAI,1974-05-08,20,0.6,2,,35.367,16.62,10.7
MAI,1974-05-08,30,1.5,2.6,,35.397,16.27,10.7
MAI,1974-05-08,40,1.9,2.6,,35.378,16.12,10.7
MAI,1974-05-08,50,2.7,2.5,,35.343,15.83,10.7
MAI,1974-05-22,0,1,1.5,,35.338,15.63,10.7
MAI,1974-05-22,10,0.9,2,,35.337,15.62,10.7
MAI,1974-05-22,20,0.7,1.1,,35.319,15.46,10.7
MAI,1974-05-22,30,0.7,1.8,,35.309,15.45,10.7
MAI,1974-05-22,40,0.8,1.6,,35.307,15.46,10.7
MAI,1974-05-22,50,0.9,1.9,,35.307,15.47,10.7
MAI,1974-06-05,0,1.3,2.3,,35.314,15.29,2.6
MAI,1974-06-05,10,1.3,2.1,,35.325,15.19,2.6
MAI,1974-06-05,20,1,2.1,,35.294,14.83,2.6
MAI,1974-06-05,30,0.8,2.2,,35.275,14.73,2.6
MAI,1974-06-05,40,0.9,2,,35.269,14.67,2.6
MAI,1974-06-05,50,0.8,1.6,,35.288,14.62,2.6
MAI,1974-06-22,0,3,2.6,,35.303,13.55,2.6
MAI,1974-06-22,10,2.6,2.2,,35.365,13.55,2.6
MAI,1974-06-22,20,2.4,2.4,,35.31,13.5,2.6
MAI,1974-06-22,30,2.4,2.5,,35.307,13.45,2.6
MAI,1974-06-22,40,2.5,3.1,,35.317,13.3,2.6
MAI,1974-06-22,50,2.4,2.3,,35.29,13.24,2.6
MAI,1974-07-11,0,2.3,2.6,,35.222,12.85,12
MAI,1974-07-11,10,2.5,2.8,,35.232,12.85,12
MAI,1974-07-11,20,2.4,3,,35.228,12.85,12
MAI,1974-07-11,30,2.5,2.6,,35.229,12.85,12
MAI,1974-07-11,40,2.5,2.4,,35.231,12.85,12
MAI,1974-07-11,50,2.6,2.5,,35.231,12.85,12
MAI,1974-07-25,0,3,2.9,,35.25,12.29,12
MAI,1974-07-25,10,4.1,2.6,,35.256,12.27,12
MAI,1974-07-25,20,3.5,2.5,,35.258,12.24,12
MAI,1974-07-25,30,,2.6,,35.256,12.19,12
MAI,1974-07-25,40,2.7,2.6,,35.256,12.18,12
MAI,1974-07-25,50,3.4,3.5,,35.25,12.13,12
MAI,1974-08-09,0,2.5,2.8,,35.176,12.03,6.6
MAI,1974-08-09,10,2.7,2.9,,35.163,11.97,6.6
MAI,1974-08-09,20,2.5,3.1,,35.164,11.92,6.6
MAI,1974-08-09,30,2.6,2.8,,,11.88,6.6
MAI,1974-08-09,40,2.5,3.1,,35.163,11.83,6.6
MAI,1974-08-09,50,2.5,3.5,,35.096,11.52,6.6
MAI,1974-08-23,0,2.3,2.7,,35.189,12.13,6.6
MAI,1974-08-23,10,,2.5,,35.189,12.08,6.6
MAI,1974-08-23,20,2.2,2.6,,35.192,12.03,6.6
MAI,1974-08-23,30,2.2,2.4,,35.191,12.03,6.6
MAI,1974-08-23,40,2.2,2.6,,35.186,11.93,6.6
MAI,1974-08-23,50,2.3,2.7,,35.186,11.93,6.6
MAI,1974-09-30,0,1.1,2.3,,35.153,12.67,12.3
MAI,1974-09-30,10,1.2,2.5,,35.15,11.92,12.3
MAI,1974-09-30,20,1.2,2.5,,35.153,11.92,12.3
MAI,1974-09-30,30,1.1,2.2,,35.153,11.92,12.3
MAI,1974-09-30,40,0.8,2.5,,35.157,11.87,12.3
MAI,1974-09-30,50,0.8,4.2,,35.162,11.81,12.3
MAI,1974-10-22,0,0.6,2.9,,35.044,13.83,8.5
MAI,1974-10-22,10,0.6,2.2,,35.034,12.51,8.5
MAI,1974-10-22,20,0.6,3.1,,35.029,12.31,8.5
MAI,1974-10-22,30,0.7,2.7,,35.03,12.26,8.5
MAI,1974-10-22,40,0.5,2,,35.056,12.36,8.5
MAI,1974-10-22,50,0.7,2.9,,35.093,12.31,8.5
MAI,1974-11-24,0,0.2,2.2,,35.094,15.05,-1.4
MAI,1974-11-24,10,0.2,2.6,,35.089,14.29,-1.4
MAI,1974-11-24,20,0.1,2.2,,35.112,13.42,-1.4
MAI,1974-11-24,30,0.9,2.9,,35.097,12.76,-1.4
MAI,1974-11-24,40,1.1,2.7,,35.097,12.76,-1.4
MAI,1974-11-24,50,1.8,2.6,,35.086,12.6,-1.4
MAI,1974-12-20,0,0.7,2.1,,35.084,14.24,-0.9
MAI,1974-12-20,10,0.7,2.9,,35.077,13.98,-0.9
MAI,1974-12-20,20,1.1,2.4,,35.077,13.88,-0.9
MAI,1974-12-20,30,1.7,2,,35.039,13.47,-0.9
MAI,1974-12-20,40,2.3,2.4,,35.111,13.27,-0.9
MAI,1974-12-20,50,2.9,2.9,,35.09,13.21,-0.9
MAI,1975-01-21,0,1.2,2.2,,34.978,15.77,-4.9
MAI,1975-01-21,10,1.1,1.9,,34.97,15.11,-4.9
MAI,1975-01-21,20,1,2,,34.974,14.91,-4.9
MAI,1975-01-21,30,0.5,2,,34.98,14.91,-4.9
MAI,1975-01-21,40,0.8,2.9,,34.982,14.75,-4.9
MAI,1975-01-21,50,1.5,2.8,,34.997,14.35,-4.9
MAI,1975-02-20,0,0.6,2.3,,35.092,17.16,5.3
MAI,1975-02-20,10,0.2,1.5,,35.087,17.16,5.3
MAI,1975-02-20,20,0.2,1.6,,35.074,17.06,5.3
MAI,1975-02-20,30,0.2,1.5,,35.04,16.25,5.3
MAI,1975-02-20,40,0.7,1.9,,35.023,15.12,5.3
MAI,1975-02-20,50,1.3,2.3,,35.151,14.92,5.3
MAI,1975-03-23,0,1.5,1.6,,35.121,16.29,11.6
MAI,1975-03-23,10,0.6,1.6,,35.111,16.23,11.6
MAI,1975-03-23,20,0.4,1.8,,35.106,16.13,11.6
MAI,1975-03-23,30,0.5,1.8,,35.108,15.93,11.6
MAI,1975-03-23,40,2,1.9,,35.064,15.28,11.6
MAI,1975-03-23,50,2.8,1.8,,35.051,14.82,11.6
MAI,1975-04-27,0,1.1,1.5,,35.071,14.37,14.4
MAI,1975-04-27,10,1.1,2.5,,35.069,14.37,14.4
MAI,1975-04-27,20,1.1,2.2,,35.068,14.32,14.4
MAI,1975-04-27,30,1.1,1.6,,35.068,14.33,14.4
MAI,1975-04-27,40,1.1,1.5,,35.068,14.33,14.4
MAI,1975-04-27,50,1.1,1.4,,35.074,14.33,14.4
MAI,1975-05-21,0,0.8,1.9,,35.074,13.13,6
MAI,1975-05-21,10,1,1.7,,35.076,13.08,6
MAI,1975-05-21,20,1.1,1.7,,35.076,13.08,6
MAI,1975-05-21,30,1,2,,35.076,13.07,6
MAI,1975-05-21,40,1.2,2,,35.08,13.03,6
MAI,1975-05-21,50,1,1.8,,35.076,12.97,6
MAI,1975-06-20,0,1.4,1.2,,35.147,13.07,15.5
MAI,1975-06-20,10,1.5,1.4,,35.146,13.07,15.5
MAI,1975-06-20,20,1.4,1.4,,35.182,13.02,15.5
MAI,1975-06-20,30,1.6,1.4,,35.166,13.02,15.5
MAI,1975-06-20,40,1.5,1.5,,35.144,13.02,15.5
MAI,1975-06-20,50,1.7,1.5,,35.162,13.02,15.5
MAI,1975-08-03,0,1.9,1.4,,35.093,11.86,
MAI,1975-08-03,10,1.9,1.3,,35.096,11.86,
MAI,1975-08-03,20,2,1.6,,35.073,11.66,
MAI,1975-08-03,30,2.1,1.4,,35.08,11.66,
MAI,1975-08-03,40,2.1,1.6,,35.078,11.66,
MAI,1975-08-03,50,1.7,1.9,,35.089,11.66,
MAI,1975-09-01,0,0.6,1.3,,35.013,11.93,
MAI,1975-09-01,10,0.7,1.3,,35.057,11.62,
MAI,1975-09-01,20,0.9,1.6,,35.07,11.62,
MAI,1975-09-01,30,1,1.5,,35.075,11.62,
MAI,1975-09-01,40,1.1,1.7,,35.074,11.62,
MAI,1975-09-01,50,1.4,2.3,,35.073,11.62,
MAI,1975-10-04,0,1.8,1.1,,34.971,12.53,17.7
MAI,1975-10-04,10,0.5,0.6,,34.961,12.12,17.7
MAI,1975-10-04,20,0.3,0.7,,34.983,12.08,17.7
MAI,1975-10-04,30,0.3,0.8,,35.011,12.03,17.7
MAI,1975-10-04,40,0.9,0.9,,35.049,12.03,17.7
MAI,1975-10-04,50,1.9,1.7,,35.094,12.03,17.7
MAI,1975-11-09,0,0.7,1.7,,34.952,13.03,13.8
MAI,1975-11-09,10,0.7,2.7,,34.952,12.88,13.8
MAI,1975-11-09,20,0.6,1.3,,34.95,12.83,13.8
MAI,1975-11-09,30,0.7,1.2,,34.957,12.73,13.8
MAI,1975-11-09,40,0.8,1.4,,34.973,12.62,13.8
MAI,1975-11-09,50,1.9,1.9,,35.035,12.42,13.8
MAI,1975-12-07,0,0.4,1.4,,34.858,15.24,19.5
MAI,1975-12-07,10,0.2,1.3,,34.897,14.29,19.5
MAI,1975-12-07,20,0.8,1.7,,34.992,13.48,19.5
MAI,1975-12-07,30,1.6,1.8,,35,13.17,19.5
MAI,1975-12-07,40,2.2,1.7,,35.012,12.86,19.5
MAI,1975-12-07,50,3,2,,35.046,12.7,19.5
MAI,1976-01-06,0,0.4,1.4,,35.198,16.68,11.8
MAI,1976-01-06,10,0.1,1.5,,35.173,16.07,11.8
MAI,1976-01-06,20,0.6,2,,35.161,15.97,11.8
MAI,1976-01-06,30,0.6,2,,35.156,15.76,11.8
MAI,1976-01-06,40,0.6,2.2,,35.117,15.36,11.8
MAI,1976-01-06,50,0.8,1.6,,35.144,15.15,11.8
MAI,1976-02-08,0,0.8,1.6,,35.252,16.87,12.9
MAI,1976-02-08,10,0.8,1,,35.25,16.86,12.9
MAI,1976-02-08,20,0.9,0.8,,35.258,16.87,12.9
MAI,1976-02-08,30,1,1,,35.25,16.84,12.9
MAI,1976-02-08,40,,,,35.248,16.81,12.9
MAI,1976-02-08,50,1.2,1.2,,35.256,16.8,12.9
